"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"201906060400","용산구","0.019","0.012","0.4","0.003","16","13"
"201906060500","용산구","0.021","0.009","0.5","0.003","19","15"
"201906060600","용산구","0.026","0.005","0.5","0.003","18","14"
"201906060700","용산구","0.034","0.005","0.6","0.003","21","14"
"201906060800","용산구","0.045","0.008","0.7","0.003","26","19"
"201906060900","용산구","0.049","0.012","0.7","0.004","44","32"
"201906061000","용산구","0.052","0.02","0.6","0.004","48","36"
"201906061100","용산구","0.058","0.017","0.6","0.004","54","40"
"201906061200","용산구","0.06","0.018","0.7","0.004","51","38"
"201906061300","용산구","0.048","0.032","0.6","0.005","56","41"
"201906061400","용산구","0.046","0.037","0.6","0.005","53","39"
"201906061500","용산구","0.05","0.034","0.6","0.004","55","42"
"201906061600","용산구","0.064","0.016","0.7","0.003","62","46"
"201906061700","용산구","0.062","0.013","0.7","0.003","69","50"
"201906061800","용산구","0.055","0.021","0.7","0.003","63","44"
"201906061900","용산구","0.034","0.036","0.6","0.003","68","53"
"201906062000","용산구","0.031","0.042","0.5","0.003","55","45"
"201906062100","용산구","0.016","0.053","0.4","0.003","39","35"
"201906062200","용산구","0.013","0.051","0.4","0.003","33","26"
"201906062300","용산구","0.012","0.047","0.4","0.002","31","23"
"201906070000","용산구","0.009","0.052","0.3","0.002","24","22"
"201906070100","용산구","0.009","0.056","0.3","0.002","19","15"
"201906070200","용산구","0.006","0.057","0.3","0.002","20","15"
"201906070300","용산구","0.005","0.057","0.3","0.002","17","14"
"201906070400","용산구","0.006","0.059","0.3","0.002","12","10"
"201906070500","용산구","0.006","0.063","0.3","0.002","8","5"
"201906070600","용산구","0.008","0.058","0.3","0.002","3","3"
"201906070700","용산구","0.011","0.056","0.3","0.002","3","2"
"201906070800","용산구","0.015","0.054","0.3","0.002","3","2"
"201906070900","용산구","0.019","0.052","0.3","0.002","3","4"
"201906071000","용산구","0.023","0.045","0.4","0.002","3","1"
"201906071100","용산구","0.02","0.045","0.4","0.002","4","2"
"201906071200","용산구","0.015","0.049","0.3","0.002","3","3"
"201906071300","용산구","0.014","0.049","0.3","0.002","3","2"
"201906071400","용산구","0.01","0.055","0.3","0.002","3","1"
"201906071500","용산구","0.008","0.058","0.3","0.002","3","2"
"201906071600","용산구","0.008","0.056","0.3","0.002","3","2"
"201906071700","용산구","0.008","0.057","0.3","0.002","3","1"
"201906071800","용산구","0.009","0.058","0.3","0.002","3","2"
"201906071900","용산구","0.012","0.057","0.3","0.002","3","1"
"201906072000","용산구","0.011","0.059","0.3","0.002","4","3"
"201906072100","용산구","0.017","0.041","0.3","0.002","7","6"
"201906072200","용산구","0.02","0.041","0.4","0.002","7","5"
"201906072300","용산구","0.015","0.047","0.3","0.002","7","3"
"201906080000","용산구","0.017","0.033","0.3","0.002","9","8"
"201906080100","용산구","0.016","0.027","0.4","0.002","10","5"
"201906080200","용산구","0.018","0.032","0.4","0.002","10","8"
"201906080300","용산구","0.016","0.028","0.4","0.002","14","8"
"201906080400","용산구","0.015","0.031","0.3","0.002","12","9"
"201906080500","용산구","0.016","0.033","0.3","0.002","10","8"
"201906080600","용산구","0.013","0.04","0.3","0.002","11","9"
"201906080700","용산구","0.017","0.035","0.3","0.002","9","8"
"201906080800","용산구","0.015","0.039","0.3","0.002","10","6"
"201906080900","용산구","0.017","0.04","0.3","0.002","11","10"
"201906081000","용산구","0.021","0.04","0.3","0.002","16","11"
"201906081100","용산구","0.022","0.043","0.3","0.003","16","9"
"201906081200","용산구","0.016","0.054","0.3","0.003","16","10"
"201906081300","용산구","0.016","0.058","0.3","0.002","17","7"
"201906081400","용산구","0.022","0.057","0.3","0.002","22","10"
"201906081500","용산구","0.034","0.057","0.3","0.002","19","8"
"201906081600","용산구","0.064","0.049","0.5","0.004","28","21"
"201906081700","용산구","0.053","0.064","0.4","0.004","39","27"
"201906081800","용산구","0.046","0.064","0.4","0.004","32","26"
"201906081900","용산구","0.041","0.052","0.5","0.005","31","20"
"201906082000","용산구","0.031","0.052","0.4","0.005","21","18"
"201906082100","용산구","0.028","0.045","0.4","0.004","15","12"
"201906082200","용산구","0.026","0.037","0.5","0.003","19","16"
"201906082300","용산구","0.029","0.03","0.5","0.003","22","18"
"201906090000","용산구","0.028","0.027","0.5","0.003","22","20"
"201906090100","용산구","0.05","0.012","0.7","0.003","24","23"
"201906090200","용산구","0.037","0.026","0.6","0.004","30","25"
"201906090300","용산구","0.017","0.046","0.5","0.004","35","30"
"201906090400","용산구","0.015","0.04","0.5","0.004","31","27"
"201906090500","용산구","0.014","0.043","0.5","0.004","31","25"
"201906090600","용산구","0.013","0.032","0.5","0.003","25","25"
"201906090700","용산구","0.028","0.024","0.5","0.003","27","25"
"201906090800","용산구","0.024","0.035","0.5","0.005","29","27"
"201906090900","용산구","0.029","0.035","0.5","0.006","32","31"
"201906091000","용산구","0.02","0.056","0.5","0.006","24","23"
"201906091100","용산구","0.022","0.061","0.4","0.006","22","20"
"201906091200","용산구","0.021","0.067","0.4","0.005","22","21"
"201906091300","용산구","0.023","0.074","0.5","0.005","24","21"
"201906091400","용산구","0.027","0.076","0.5","0.005","30","28"
"201906091500","용산구","0.028","0.073","0.5","0.005","31","29"
"201906091600","용산구","0.028","0.068","0.4","0.004","29","28"
"201906091700","용산구","0.023","0.064","0.4","0.003","25","23"
"201906091800","용산구","0.022","0.062","0.4","0.003","22","22"
"201906091900","용산구","0.022","0.049","0.4","0.003","23","19"
"201906022000","은평구","0.018","0.075","0.3","0.004","36","18"
"201906022100","은평구","0.029","0.052","0.3","0.004","35","18"
"201906022200","은평구","0.028","0.048","0.3","0.004","44","21"
"201906022300","은평구","0.025","0.044","0.3","0.004","32","21"
"201906030000","은평구","0.027","0.037","0.3","0.004","29","20"
"201906030100","은평구","0.023","0.037","0.3","0.004","26","15"
"201906030200","은평구","0.017","0.044","0.3","0.004","23","15"
"201906030300","은평구","0.019","0.04","0.3","0.004","28","18"
"201906030400","은평구","0.019","0.037","0.3","0.004","32","22"
"201906030500","은평구","0.02","0.034","0.3","0.004","23","19"
"201906030600","은평구","0.03","0.029","0.3","0.004","23","18"
"201906030700","은평구","0.043","0.021","0.4","0.004","34","19"
"201906030800","은평구","0.047","0.019","0.4","0.004","47","23"
"201906030900","은평구","0.052","0.019","0.5","0.004","47","26"
"201906031000","은평구","0.042","0.035","0.4","0.004","36","21"
"201906031100","은평구","0.04","0.048","0.6","0.006","51","24"
"201906031200","은평구","0.037","0.054","0.4","0.005","54","20"
"201906031300","은평구","0.015","0.066","0.3","0.005","50","20"
"201906031400","은평구","0.009","0.061","0.2","0.004","31","15"
"201906031500","은평구","0.011","0.067","0.2","0.004","25","15"
"201906031600","은평구","0.02","0.083","0.3","0.004","","21"
"201906031700","은평구","0.023","0.089","0.3","0.004","47","25"
"201906031800","은평구","0.024","0.091","0.3","0.004","47","25"
"201906031900","은평구","0.032","0.085","0.4","0.004","55","35"
"201906032000","은평구","0.037","0.065","0.3","0.005","59","30"
"201906032100","은평구","0.051","0.038","0.4","0.006","47","26"
"201906032200","은평구","0.035","0.044","0.4","0.007","47","22"
"201906032300","은평구","0.021","0.046","0.3","0.005","29","19"
"201906040000","은평구","0.022","0.04","0.3","0.005","32","22"
"201906040100","은평구","0.024","0.033","0.4","0.004","32","22"
"201906040200","은평구","0.019","0.035","0.3","0.004","21","21"
"201906040300","은평구","0.015","0.038","0.3","0.004","28","23"
"201906040400","은평구","0.014","0.037","0.3","0.004","","23"
"201906040500","은평구","0.018","0.039","0.3","0.004","26","16"
"201906040600","은평구","0.031","0.028","0.3","0.004","26","19"
"201906040700","은평구","0.04","0.02","0.4","0.005","37","26"
"201906040800","은평구","0.039","0.022","0.5","0.005","31","26"
"201906040900","은평구","0.03","0.034","0.4","0.006","28","16"
"201906041000","은평구","0.029","0.037","0.5","0.008","28","19"
"201906041100","은평구","0.026","0.041","0.3","0.005","27","15"
"201906041200","은평구","0.025","0.054","0.4","0.006","33","23"
"201906041300","은평구","0.018","0.052","0.3","0.005","32","20"
"201906041400","은평구","0.017","0.05","0.2","0.005","23","20"
"201906041500","은평구","0.018","0.05","0.2","0.005","33","19"
"201906041600","은평구","0.023","0.054","0.3","0.005","","28"
"201906041700","은평구","0.015","0.046","0.2","0.004","35","24"
"201906041800","은평구","0.019","0.038","0.2","0.004","38","24"
"201906041900","은평구","0.027","0.028","0.3","0.004","30","22"
"201906042000","은평구","0.024","0.027","0.3","0.004","33","26"
"201906042100","은평구","0.019","0.029","0.3","0.004","32","21"
"201906042200","은평구","0.017","0.031","0.2","0.004","27","21"
"201906042300","은평구","0.013","0.036","0.2","0.004","34","23"
"201906050000","은평구","0.01","0.042","0.2","0.004","","19"
"201906050100","은평구","0.007","0.045","0.2","0.004","29","18"
"201906050200","은평구","0.008","0.036","0.2","0.004","26","20"
"201906050300","은평구","0.008","0.034","0.2","0.004","28","20"
"201906050400","은평구","0.006","0.038","0.2","0.004","35","27"
"201906050500","은평구","0.009","0.033","0.3","0.004","38","31"
"201906050600","은평구","0.013","0.03","0.4","0.004","38","36"
"201906050700","은평구","0.012","0.028","0.3","0.004","39","35"
"201906050800","은평구","0.013","0.026","0.3","0.004","44","35"
"201906050900","은평구","0.021","0.022","0.3","0.004","61","41"
"201906051000","은평구","0.02","0.026","0.3","0.004","59","42"
"201906051100","은평구","0.031","0.03","0.4","0.004","72","48"
"201906051200","은평구","0.035","0.037","0.4","0.004","72","50"
"201906051300","은평구","0.03","0.053","0.4","0.004","76","50"
"201906051400","은평구","0.033","0.068","0.3","0.004","97","59"
"201906051500","은평구","0.025","0.091","0.4","0.005","104","68"
"201906051600","은평구","0.029","0.074","0.4","0.005","99","60"
"201906051700","은평구","0.027","0.07","0.5","0.005","78","53"
"201906051800","은평구","0.027","0.066","0.4","0.005","71","53"
"201906051900","은평구","0.036","0.06","0.4","0.005","76","47"
"201906052000","은평구","0.05","0.048","0.5","0.005","75","52"
"201906052100","은평구","0.056","0.038","0.5","0.005","93","64"
"201906052200","은평구","0.043","0.028","0.4","0.005","66","64"
"201906052300","은평구","0.025","0.039","0.4","0.004","51","37"
"201906060000","은평구","0.025","0.031","0.3","0.004","49","35"
"201906060100","은평구","0.018","0.031","0.3","0.004","35","31"
"201906060200","은평구","0.009","0.037","0.3","0.004","35","26"
"201906060300","은평구","0.01","0.03","0.3","0.004","33","26"
"201906060400","은평구","0.014","0.017","0.3","0.004","34","31"
"201906060500","은평구","0.013","0.02","0.3","0.004","36","31"
"201906060600","은평구","0.016","0.019","0.3","0.004","42","36"
"201906060700","은평구","0.024","0.012","0.4","0.004","47","47"
"201906060800","은평구","0.02","0.022","0.3","0.004","47","36"
"201906060900","은평구","0.033","0.02","0.4","0.004","57","36"
"201906061000","은평구","0.032","","0.6","0.005","90","65"
"201906061100","은평구","0.041","0.035","0.6","0.004","86","63"
"201906061200","은평구","0.049","0.024","0.6","0.004","94","64"
"201906061300","은평구","0.049","0.038","0.6","0.005","94","65"
"201906061400","은평구","0.05","0.025","0.6","0.004","101","65"
"201906061500","은평구","0.051","0.017","0.6","0.004","98","61"
"201906061600","은평구","0.037","0.021","0.5","0.004","98","67"
"201906061700","은평구","0.037","0.02","0.5","0.004","90","60"
"201906061800","은평구","0.035","0.029","0.5","0.004","80","60"
"201906061900","은평구","0.01","","0.3","0.004","80","37"
"201906062000","은평구","0.01","0.074","0.3","0.004","52","35"
"201906062100","은평구","0.013","0.053","0.4","0.004","50","40"
"201906062200","은평구","0.006","0.066","0.3","0.004","","40"
"201906062300","은평구","0.007","0.063","0.3","0.003","31","30"
"201906070000","은평구","0.006","0.064","0.2","0.004","25","23"
"201906070100","은평구","0.006","0.065","0.2","0.004","28","23"
"201906070200","은평구","0.005","0.064","0.2","0.004","25","20"
"201906070300","은평구","0.004","0.065","0.2","0.004","","20"
"201906070400","은평구","0.005","0.064","0.2","0.004","17","17"
"201906070500","은평구","0.006","0.064","0.2","0.004","9","10"
"201906070600","은평구","0.006","0.067","0.2","0.004","","12"
"201906070700","은평구","0.007","0.069","0.2","0.004","","10"
"201906070800","은평구","0.019","0.054","0.3","0.004","12","13"
"201906070900","은평구","0.024","0.047","0.3","0.004","","13"
"201906071000","은평구","0.017","0.05","0.3","0.004","11","13"
"201906071100","은평구","0.013","0.053","0.3","0.004","","18"
"201906071200","은평구","0.011","0.055","0.3","0.004","11","9"
"201906071300","은평구","0.011","0.056","0.3","0.004","9","9"
"201906071400","은평구","0.008","0.061","0.3","0.004","16","9"
"201906071500","은평구","0.01","0.059","0.2","0.004","13","10"
"201906071600","은평구","0.009","0.059","0.2","0.004","13","9"
"201906071700","은평구","0.008","0.061","0.2","0.004","8","8"
"201906071800","은평구","0.008","0.062","0.2","0.004","8","8"
"201906071900","은평구","0.008","0.063","0.2","0.004","8","10"
"201906072000","은평구","0.014","0.054","0.2","0.004","","13"
"201906072100","은평구","0.021","0.038","0.3","0.003","16","14"
"201906072200","은평구","0.011","0.051","0.2","0.004","13","14"
"201906072300","은평구","0.009","0.057","0.2","0.004","17","13"
"201906080000","은평구","0.016","0.044","0.2","0.004","14","12"
"201906080100","은평구","0.014","0.034","0.2","0.003","14","14"
"201906080200","은평구","0.013","0.032","0.2","0.004","12","13"
"201906080300","은평구","0.012","0.031","0.2","0.004","","13"
"201906080400","은평구","0.013","0.031","0.2","0.003","15","10"
"201906080500","은평구","0.013","0.027","0.2","0.004","","15"
"201906080600","은평구","0.015","0.026","0.2","0.004","","22"
"201906080700","은평구","0.023","0.019","0.2","0.004","16","15"
"201906080800","은평구","0.023","0.027","0.3","0.004","19","12"
"201906080900","은평구","0.018","0.041","0.2","0.004","23","12"
"201906081000","은평구","0.017","0.045","0.2","0.004","23","17"
"201906081100","은평구","0.018","0.048","0.2","0.004","21","19"
"201906081200","은평구","0.022","0.051","0.2","0.004","25","16"
"201906081300","은평구","0.019","0.058","0.2","0.004","24","16"
"201906081400","은평구","0.027","0.058","0.2","0.004","24","18"
"201906081500","은평구","0.031","0.064","0.3","0.005","","27"
"201906081600","은평구","0.028","0.077","0.3","0.004","",""
"201906081700","은평구","0.026","0.084","0.3","0.005","59",""
"201906081800","은평구","0.023","0.078","0.3","0.007","42","31"
"201906081900","은평구","0.022","0.068","0.4","0.007","31","22"
"201906082000","은평구","0.026","0.063","0.4","0.005","33","19"
"201906082100","은평구","0.037","0.038","0.4","0.005","27","19"
"201906082200","은평구","0.038","0.026","0.4","0.004","27","19"
"201906082300","은평구","0.025","0.039","0.4","0.004","24","19"
"201906090000","은평구","0.032","0.028","0.4","0.004","35","26"
"201906090100","은평구","0.027","0.028","0.4","0.004","33","22"
"201906090200","은평구","0.021","0.038","0.4","0.004","48","22"
"201906090300","은평구","0.011","0.05","0.3","0.004","42","36"
"201906090400","은평구","0.009","0.055","0.3","0.004","38","38"
"201906090500","은평구","0.011","0.041","0.3","0.004","38","29"
"201906090600","은평구","0.013","0.033","0.3","0.004","","33"
"201906090700","은평구","0.017","0.033","0.3","0.004","42","35"
"201906090800","은평구","0.02","0.033","0.4","0.004","51","39"
"201906090900","은평구","0.02","0.044","0.4","0.005","51","39"
"201906091000","은평구","0.021","0.053","0.4","0.006","56","44"
"201906091100","은평구","0.023","0.058","0.4","0.006","54","43"
"201906091200","은평구","0.019","0.072","0.4","0.006","48","41"
"201906091300","은평구","0.017","0.078","0.4","0.006","50","36"
"201906091400","은평구","0.015","0.077","0.3","0.006","","36"
"201906091500","은평구","0.013","0.085","0.3","0.005","39","31"
"201906091600","은평구","0.015","0.076","0.3","0.004","41","33"
"201906091700","은평구","0.014","0.071","0.3","0.004","41","24"
"201906091800","은평구","0.013","0.066","0.3","0.004","35","24"
"201906091900","은평구","0.015","0.056","0.3","0.004","32","21"
"201906022000","종로구","0.019","0.062","0.4","0.003","34","17"
"201906022100","종로구","0.022","0.055","0.4","0.004","33","14"
"201906022200","종로구","0.03","0.041","0.4","0.004","26","14"
"201906022300","종로구","0.028","0.036","0.4","0.003","29","14"
"201906030000","종로구","0.03","0.032","0.4","0.003","30","15"
"201906030100","종로구","0.033","0.027","0.5","0.003","29","17"
"201906030200","종로구","0.032","0.028","0.5","0.003","26","15"
"201906030300","종로구","0.027","0.03","0.5","0.004","27","17"
"201906030400","종로구","0.024","0.032","0.4","0.003","26","16"
"201906030500","종로구","0.029","0.027","0.6","0.003","27","18"
"201906030600","종로구","0.033","0.02","0.6","0.003","28","18"
"201906030700","종로구","0.037","0.022","0.5","0.003","29","18"
"201906030800","종로구","0.043","0.021","0.6","0.004","29","16"
"201906030900","종로구","0.049","0.019","0.7","0.004","29","15"
"201906031000","종로구","0.047","0.03","0.6","0.004","31","17"
"201906031100","종로구","0.042","0.038","0.8","0.005","30","16"
"201906031200","종로구","0.037","0.046","0.6","0.005","32","16"
"201906031300","종로구","0.022","0.057","0.5","0.005","44","17"
"201906031400","종로구","0.011","0.055","0.4","0.003","35","14"
"201906031500","종로구","0.014","0.058","0.4","0.003","38","11"
"201906031600","종로구","0.021","0.066","0.5","0.003","35","16"
"201906031700","종로구","0.028","0.07","0.5","0.004","38","19"
"201906031800","종로구","0.025","0.077","0.5","0.004","40","24"
"201906031900","종로구","0.029","0.078","0.5","0.005","45","27"
"201906032000","종로구","0.037","0.067","0.5","0.004","46","28"
"201906032100","종로구","0.05","0.044","0.6","0.005","48","30"
"201906032200","종로구","0.042","0.035","0.6","0.007","42","23"
"201906032300","종로구","0.02","0.043","0.4","0.005","28","16"
"201906040000","종로구","0.021","0.039","0.4","0.005","22","14"
"201906040100","종로구","0.02","0.039","0.4","0.003","21","16"
"201906040200","종로구","0.019","0.039","0.4","0.004","22","14"
"201906040300","종로구","0.017","0.033","0.4","0.003","23","17"
"201906040400","종로구","0.013","0.044","0.4","0.004","28","16"
"201906040500","종로구","0.018","0.039","0.4","0.003","24","16"
"201906040600","종로구","0.027","0.025","0.5","0.003","24","16"
"201906040700","종로구","0.045","0.012","0.7","0.005","29","17"
"201906040800","종로구","0.042","0.022","0.7","0.005","28","16"
"201906040900","종로구","0.033","0.03","0.6","0.006","21","14"
"201906041000","종로구","0.029","0.032","0.6","0.007","16","10"
"201906041100","종로구","0.029","0.034","0.5","0.005","15","12"
"201906041200","종로구","0.026","0.044","0.4","0.005","21","13"
"201906041300","종로구","0.021","0.051","0.5","0.005","24","13"
"201906041400","종로구","0.019","0.039","0.4","0.004","21","12"
"201906041500","종로구","0.02","0.037","0.4","0.004","19","10"
"201906041600","종로구","0.024","0.037","0.4","0.004","20","13"
"201906041700","종로구","0.024","0.04","0.4","0.005","32","21"
"201906041800","종로구","0.024","0.031","0.4","0.004","32","20"
"201906041900","종로구","0.029","0.022","0.4","0.004","27","19"
"201906042000","종로구","0.035","0.015","0.4","0.004","43","21"
"201906042100","종로구","0.03","0.016","0.4","0.004","46","22"
"201906042200","종로구","0.023","0.019","0.4","0.003","25","17"
"201906042300","종로구","0.017","0.024","0.3","0.003","25","17"
"201906050000","종로구","0.012","0.03","0.3","0.003","21","16"
"201906050100","종로구","0.009","0.035","0.3","0.003","23","13"
"201906050200","종로구","0.011","0.033","0.3","0.003","22","14"
"201906050300","종로구","0.011","0.027","0.3","0.003","22","17"
"201906050400","종로구","0.01","0.026","0.3","0.003","19","13"
"201906050500","종로구","0.011","0.027","0.4","0.003","17","12"
"201906050600","종로구","0.016","0.023","0.5","0.003","24","15"
"201906050700","종로구","0.02","0.02","0.5","0.003","25","16"
"201906050800","종로구","0.026","0.014","0.5","0.003","26","15"
"201906050900","종로구","0.027","0.015","0.5","0.003","34","20"
"201906051000","종로구","0.03","0.019","0.6","0.003","32","18"
"201906051100","종로구","0.039","0.022","0.7","0.003","35","22"
"201906051200","종로구","0.045","0.027","0.8","0.003","38","21"
"201906051300","종로구","0.043","0.038","0.6","0.004","46","24"
"201906051400","종로구","0.043","0.059","0.6","0.004","72","26"
"201906051500","종로구","0.042","0.054","0.5","0.005","65","36"
"201906051600","종로구","0.038","0.055","0.6","0.005","68","40"
"201906051700","종로구","0.035","0.051","0.7","0.005","57","33"
"201906051800","종로구","0.04","0.049","0.7","0.005","53","31"
"201906051900","종로구","0.049","0.039","0.7","0.005","52","34"
"201906052000","종로구","0.062","0.032","0.7","0.005","55","34"
"201906052100","종로구","0.06","0.034","0.8","0.005","59","39"
"201906052200","종로구","0.049","0.028","0.6","0.005","56","35"
"201906052300","종로구","0.045","0.013","0.5","0.004","40","21"
"201906060000","종로구","0.035","0.021","0.5","0.004","30","17"
"201906060100","종로구","0.026","0.021","0.4","0.004","30","16"
"201906060200","종로구","0.018","0.023","0.4","0.003","21","11"
"201906060300","종로구","0.015","0.023","0.4","0.003","18","10"
"201906060400","종로구","0.018","0.02","0.5","0.004","21","12"
"201906060500","종로구","0.025","0.012","0.5","0.003","27","14"
"201906060600","종로구","0.03","0.008","0.6","0.003","31","17"
"201906060700","종로구","0.03","0.011","0.6","0.003","41","24"
"201906060800","종로구","0.037","0.011","0.7","0.004","41","22"
"201906060900","종로구","0.044","0.014","0.7","0.004","55","30"
"201906061000","종로구","0.05","0.018","0.8","0.004","54","27"
"201906061100","종로구","0.053","0.027","0.8","0.005","61","31"
"201906061200","종로구","0.057","0.023","0.8","0.004","60","32"
"201906061300","종로구","0.058","0.026","1.1","0.005","61","32"
"201906061400","종로구","0.054","0.033","0.9","0.005","58","32"
"201906061500","종로구","0.054","0.032","0.8","0.005","64","37"
"201906061600","종로구","0.052","0.021","0.8","0.004","62","37"
"201906061700","종로구","0.056","0.02","0.8","0.004","70","37"
"201906061800","종로구","0.041","0.029","0.8","0.005","63","37"
"201906061900","종로구","0.03","0.035","0.7","0.004","68","41"
"201906062000","종로구","0.024","0.045","0.6","0.004","53","36"
"201906062100","종로구","0.017","0.044","0.6","0.003","45","31"
"201906062200","종로구","0.013","0.045","0.5","0.003","36","23"
"201906062300","종로구","0.014","0.042","0.4","0.003","32","21"
"201906070000","종로구","0.011","0.043","0.4","0.003","26","18"
"201906070100","종로구","0.011","0.047","0.4","0.003","23","14"
"201906070200","종로구","0.007","0.046","0.3","0.003","24","14"
"201906070300","종로구","0.006","0.047","0.4","0.003","24","14"
"201906070400","종로구","0.006","0.05","0.3","0.003","16","10"
"201906070500","종로구","0.007","0.051","0.3","0.003","11","8"
"201906070600","종로구","0.01","0.046","0.4","0.003","9","5"
"201906070700","종로구","0.014","0.044","0.4","0.003","10","6"
"201906070800","종로구","0.022","0.039","0.6","0.003","6","4"
"201906070900","종로구","0.021","0.042","0.5","0.003","9","4"
"201906071000","종로구","0.025","0.036","0.7","0.003","7","4"
"201906071100","종로구","0.016","0.042","0.6","0.003","9","5"
"201906071200","종로구","0.02","0.039","0.6","0.003","10","6"
"201906071300","종로구","0.016","0.043","0.6","0.003","9","4"
"201906071400","종로구","0.014","0.048","0.5","0.003","5","2"
"201906071500","종로구","0.01","0.051","0.5","0.003","5","1"
"201906071600","종로구","0.012","0.05","0.5","0.003","9","4"
"201906071700","종로구","0.01","0.051","0.5","0.004","6","2"
"201906071800","종로구","0.012","0.051","0.5","0.003","6","3"
"201906071900","종로구","0.011","0.052","0.4","0.003","5","4"
"201906072000","종로구","0.015","0.052","0.5","0.004","12","7"
"201906072100","종로구","0.019","0.047","0.5","0.003","10","6"
"201906072200","종로구","0.021","0.042","0.6","0.003","10","6"
"201906072300","종로구","0.013","0.044","0.4","0.003","11","5"
"201906080000","종로구","0.02","0.036","0.4","0.003","12","7"
"201906080100","종로구","0.031","0.023","0.5","0.003","15","8"
"201906080200","종로구","0.017","0.035","0.4","0.002","14","10"
"201906080300","종로구","0.019","0.028","0.4","0.003","16","11"
"201906080400","종로구","0.021","0.023","0.5","0.003","17","10"
"201906080500","종로구","0.018","0.026","0.4","0.003","17","10"
"201906080600","종로구","0.023","0.021","0.5","0.003","16","10"
"201906080700","종로구","0.026","0.018","0.5","0.003","19","10"
"201906080800","종로구","0.023","0.027","0.4","0.003","20","8"
"201906080900","종로구","0.018","0.036","0.4","0.003","22","11"
"201906081000","종로구","0.017","0.041","0.4","0.004","16","9"
"201906081100","종로구","0.014","0.048","0.4","0.003","15","8"
"201906081200","종로구","0.018","0.046","0.4","0.003","18","10"
"201906081300","종로구","0.018","0.051","0.4","0.003","21","9"
"201906081400","종로구","0.019","0.052","0.4","0.003","18","10"
"201906081500","종로구","0.023","0.055","0.4","0.003","18","11"
"201906081600","종로구","0.029","0.06","0.4","0.004","28","16"
"201906081700","종로구","0.029","0.069","0.5","0.004","37","20"
"201906081800","종로구","0.025","0.07","0.5","0.005","34","21"
"201906081900","종로구","0.02","0.059","0.6","0.006","27","18"
"201906082000","종로구","0.022","0.054","0.5","0.005","20","14"
"201906082100","종로구","0.026","0.05","0.6","0.005","22","15"
"201906082200","종로구","0.032","0.039","0.6","0.004","24","16"
"201906082300","종로구","0.036","0.031","0.6","0.004","27","17"
"201906090000","종로구","0.043","0.022","0.7","0.004","28","18"
"201906090100","종로구","0.037","0.022","0.7","0.004","32","20"
"201906090200","종로구","0.027","0.028","0.6","0.004","32","22"
"201906090300","종로구","0.018","0.034","0.6","0.004","41","26"
"201906090400","종로구","0.014","0.038","0.5","0.003","33","22"
"201906090500","종로구","0.014","0.036","0.5","0.004","30","22"
"201906090600","종로구","0.015","0.031","0.5","0.004","29","20"
"201906090700","종로구","0.019","0.027","0.5","0.004","28","20"
"201906090800","종로구","0.022","0.029","0.5","0.004","28","20"
"201906090900","종로구","0.026","0.032","0.5","0.005","33","23"
"201906091000","종로구","0.02","0.046","0.6","0.006","25","18"
"201906091100","종로구","0.019","0.057","0.5","0.006","26","19"
"201906091200","종로구","0.018","0.063","0.5","0.006","26","19"
"201906091300","종로구","0.018","0.067","0.5","0.006","27","20"
"201906091400","종로구","0.018","0.069","0.5","0.005","31","23"
"201906091500","종로구","0.016","0.071","0.5","0.005","30","24"
"201906091600","종로구","0.016","0.067","0.4","0.004","29","22"
"201906091700","종로구","0.014","0.06","0.4","0.004","28","20"
"201906091800","종로구","0.012","0.06","0.4","0.004","23","17"
"201906091900","종로구","0.013","0.048","0.4","0.003","24","17"
"201906022000","중구","0.017","0.079","0.4","0.003","27","16"
"201906022100","중구","0.022","0.067","0.4","0.003","28","14"
"201906022200","중구","0.023","0.062","0.4","0.003","26","14"
"201906022300","중구","0.032","0.043","0.4","0.002","25","16"
"201906030000","중구","0.029","0.04","0.4","0.002","25","14"
"201906030100","중구","0.028","0.037","0.4","0.002","22","13"
"201906030200","중구","0.035","0.027","0.4","0.003","23","14"
"201906030300","중구","0.034","0.025","0.5","0.002","22","16"
"201906030400","중구","0.03","0.029","0.5","0.002","23","18"
"201906030500","중구","0.039","0.02","0.5","0.002","24","16"
"201906030600","중구","0.04","0.021","0.5","0.003","25","17"
"201906030700","중구","0.055","0.009","0.5","0.002","26","19"
"201906030800","중구","0.052","0.014","0.6","0.003","30","19"
"201906030900","중구","0.061","0.015","0.6","0.003","29","19"
"201906031000","중구","0.058","0.027","0.9","0.004","38","17"
"201906031100","중구","0.046","0.043","0.6","0.004","32","16"
"201906031200","중구","0.038","0.056","0.6","0.004","30","16"
"201906031300","중구","0.022","0.071","0.4","0.005","37","19"
"201906031400","중구","0.008","0.068","0.3","0.003","33","17"
"201906031500","중구","0.014","0.068","0.4","0.003","18","11"
"201906031600","중구","0.028","0.073","0.5","0.003","27","15"
"201906031700","중구","0.033","0.08","0.6","0.003","36","21"
"201906031800","중구","0.046","0.075","0.5","0.004","36","23"
"201906031900","중구","0.041","0.084","0.5","0.004","40","24"
"201906032000","중구","0.039","0.081","0.5","0.003","43","28"
"201906032100","중구","0.048","0.061","0.5","0.004","41","28"
