year,reg_1,reg_2,metropolitan,pop,pop_under15,pop_15~64,pop_over65,age_mean,age_median,pop_c,distance_1,distance_2,distance_3,pop_c_m,pop_c_w,single_transit,walk,car,bus,bus_c,bus_e,metro,train,taxi,bicycle,etc,multi_transit,time_15,time_60~90,time_90~120,time_120,nc_car_dis,c_car_dis,pt_n,pt_c,trans_n,trans_tt,trans_wt
2015,경기,남양주시,Y,629061,106236,451479,71346,38.9,40.2,356094,152052,51528,114919,208178,147916,317097,66312,146955,61831,5119,2008,24952,205,699,2272,6744,38997,66977,70944,29028,12407,39.3,124.7,8.7,60549,1.5,6.2,7.8
2015,경기,오산시,Y,213840,39858,158347,15635,35.7,36.2,120622,48175,54365,9425,72659,47963,113264,22210,57153,13351,11953,1030,4006,94,169,1737,1561,7358,25616,13254,4804,2364,35.4,123.8,8.7,60549,1.5,6.2,7.8
2015,경기,시흥시,Y,425184,62690,331710,30784,37.4,38.5,242364,128038,55135,33962,147153,95211,224054,54240,109098,32269,11296,1019,8006,96,598,3217,4215,18310,53069,30530,12253,7474,37.8,134.2,8.7,60549,1.5,6.2,7.8
2015,경기,군포시,Y,285721,43547,214686,27488,38.5,39.1,166792,56875,58620,37138,95869,70923,147585,34578,51423,23209,4575,663,29930,238,215,1197,1557,19207,27817,37879,11621,3262,35.1,121.6,8.7,60549,1.5,6.2,7.8
2015,경기,의왕시,Y,154879,22033,116866,15980,39.3,40.3,91036,27834,37524,21841,52919,38117,78888,17080,32656,16668,2026,372,7919,75,172,836,1084,12148,14486,20577,6177,1978,35,92.3,8.7,60549,1.5,6.2,7.8
2015,경기,하남시,Y,154838,22380,114012,18446,40.4,41.4,89170,32906,11331,33747,52469,36701,78037,18004,34565,18007,1900,387,1724,10,190,1738,1512,11133,18860,16109,6102,2262,38.9,130.3,8.7,60549,1.5,6.2,7.8
2015,경기,용인시,Y,971327,168693,698350,104284,37.7,38.6,544722,231010,132309,106416,321400,223322,487517,108054,232700,83363,24149,6846,23276,213,701,3050,5165,57205,107789,95474,36888,16529,36.2,128.7,8.7,60549,1.5,6.2,7.8
2015,경기,처인구,Y,231892,32080,173303,26509,38.9,38.9,133641,74358,20578,10674,78475,55166,127688,28953,62620,20661,7922,1814,2009,23,225,855,2606,5953,39146,14195,4939,2837,,,8.7,60549,1.5,6.2,7.8
2015,경기,기흥구,Y,407238,76305,290246,40687,36.9,37.9,227683,93661,60317,44376,134333,93350,202006,43080,97042,33411,9394,2885,12961,66,222,1060,1885,25677,41081,40631,16121,7217,,,8.7,60549,1.5,6.2,7.8
2015,경기,수지구,Y,332197,60308,234801,37088,37.8,39.2,183398,62991,51414,51366,108592,74806,157823,36021,73038,29291,6833,2147,8306,124,254,1135,674,25575,27562,40648,15828,6475,,,8.7,60549,1.5,6.2,7.8
2015,경기,파주시,Y,415345,69493,296965,48887,38.5,38.8,234989,119639,38252,32940,139324,95665,218756,51460,103765,34180,10369,1079,11319,140,473,2153,3818,16233,57779,25546,13002,7415,37.7,118.7,8.7,60549,1.5,6.2,7.8
2015,경기,이천시,Y,209003,32316,152535,24152,38.7,38.7,125766,76332,10782,6769,71317,54449,121624,40032,54710,9880,10521,1766,137,-,162,935,3481,4142,47649,5901,2469,1376,37.4,143.3,8.7,60549,1.5,6.2,7.8
2015,경기,안성시,Y,194765,27351,141292,26122,40,39.8,112591,67165,13421,7832,65673,46918,108753,30086,54149,11178,6783,1441,376,32,166,1034,3508,3838,43698,6056,2012,1361,37.7,127.1,8.7,60549,1.5,6.2,7.8
2015,경기,김포시,Y,352683,60932,254818,36933,38.1,38.7,193202,84262,16102,60912,115374,77828,174339,40109,87428,32292,4003,2120,3052,78,284,1806,3167,18863,44780,30654,15740,8244,39,138.9,8.7,60549,1.5,6.2,7.8
2015,경기,화성시,Y,608725,119028,441595,48102,35.7,36.3,346878,177497,80269,26610,212410,134468,322525,80320,163811,38578,21700,2580,6323,52,560,3043,5558,24353,99077,38122,13525,7081,38.2,125.2,8.7,60549,1.5,6.2,7.8
2015,경기,광주시,Y,310278,47170,231141,31967,39,39.5,179137,82254,48220,26591,107056,72081,168209,25468,93638,36928,5491,1288,998,18,342,765,3273,10928,38564,27007,8942,4189,40.9,190.2,8.7,60549,1.5,6.2,7.8
2015,경기,양주시,Y,205988,32331,147960,25697,39.7,40.9,113773,53969,25598,18434,66938,46835,103010,22723,49078,17541,2675,289,7091,9,217,875,2512,10763,29928,13403,7612,4153,38.1,126.6,8.7,60549,1.5,6.2,7.8
2015,경기,포천시,Y,163388,19012,121210,23166,41.6,42.3,90168,59004,7302,4650,53773,36395,87734,27085,41713,11621,3413,513,204,-,113,545,2527,2434,37112,4378,1903,1658,38.8,99.6,8.7,60549,1.5,6.2,7.8
2015,경기,여주시,Y,109937,14177,77075,18685,42.8,44.1,62434,45004,6793,2898,36114,26320,60932,15098,32658,6136,3350,746,82,4,127,502,2229,1502,26907,2475,1053,681,38.2,147.2,8.7,60549,1.5,6.2,7.8
2015,경기,연천군,Y,43846,5102,28992,9752,45.5,47.7,24804,17547,2944,815,14931,9873,24165,7436,11506,1959,712,86,392,4,22,248,1800,639,11499,865,394,480,37.3,136.1,8.7,60549,1.5,6.2,7.8
2015,경기,가평군,Y,58909,6633,39656,12620,46,48.8,32858,27506,1872,2906,18833,14025,31943,13854,12923,1374,885,209,1339,23,14,517,805,915,16692,1951,1043,531,36.5,148.1,8.7,60549,1.5,6.2,7.8
2015,경기,양평군,Y,101930,12197,68215,21518,45.6,48.1,53190,36618,4122,8112,31274,21916,50282,15750,24627,2913,1194,116,3618,180,121,469,1294,2908,22004,5021,3078,1785,37.6,114.8,8.7,60549,1.5,6.2,7.8
2015,강원,춘천시,N,281596,37685,203325,40586,40.8,41.5,159886,84945,9386,6180,87999,71887,153740,45457,77508,15586,7251,1246,-,148,1344,2615,2585,6146,56537,7082,2616,2373,32.6,128.3,6.2,35797,1.2,5,11.3
2015,강원,원주시,N,330854,48048,242132,40674,39.9,41,191717,102848,9988,8164,109711,82006,185684,47110,96572,21778,11418,1476,-,251,1574,1835,3670,6033,66154,9290,2492,2109,35.4,127.3,6.2,35797,1.2,5,11.3
2015,강원,강릉시,N,215677,25959,153516,36202,42.5,43.8,123063,73368,6616,805,69920,53143,120364,35383,62486,12167,4502,455,-,31,985,1630,2725,2699,52054,4324,864,705,33.2,149.8,6.2,35797,1.2,5,11.3
2015,강원,동해시,N,90255,12867,62813,14575,42.5,44.2,47810,27089,5783,380,28457,19353,46792,10860,27139,5707,1616,205,-,38,195,412,620,1018,20486,1609,294,148,34,122.1,6.2,35797,1.2,5,11.3
2015,강원,태백시,N,46715,5892,32009,8814,44.4,46.7,24353,14667,3293,561,14364,9989,23753,6294,12166,2145,2380,43,-,2,348,17,358,600,11508,429,77,63,37.1,144.6,6.2,35797,1.2,5,11.3
2015,강원,속초시,N,79846,10826,56646,12374,42.6,44.7,44711,25226,6676,308,25253,19458,43836,11243,23032,6467,1570,166,-,-,374,388,596,875,17570,1020,235,286,32.7,124,6.2,35797,1.2,5,11.3
2015,강원,삼척시,N,69509,7387,48103,14019,44.3,45.9,39027,27812,2949,475,23150,15877,38342,14100,17426,1717,3401,131,-,-,235,490,842,685,19829,1185,152,53,35,122.4,6.2,35797,1.2,5,11.3
2015,강원,홍천군,N,67190,7780,45134,14276,45.9,48.7,40366,36673,1501,705,23105,17261,39832,16406,17021,2306,1446,292,-,-,147,536,1678,534,22564,1476,427,194,36,199.4,6.2,35797,1.2,5,11.3
2015,강원,횡성군,N,42669,4136,28005,10528,48,51.7,26356,22748,2227,415,14836,11520,25832,11872,9602,1397,919,163,-,-,35,196,1648,524,15588,788,210,187,36.8,119.7,6.2,35797,1.2,5,11.3
2015,강원,영월군,N,36967,3530,24157,9280,48.5,52.1,21861,19817,657,752,12349,9512,21472,8604,10222,669,519,87,-,24,72,167,1108,389,13319,478,73,154,35.5,115.6,6.2,35797,1.2,5,11.3
2015,강원,평창군,N,40427,4274,26961,9192,47.6,50.6,24680,22883,532,120,14298,10382,24466,9335,11905,739,783,103,-,-,8,320,1273,214,15431,573,61,64,36,123.9,6.2,35797,1.2,5,11.3
2015,강원,정선군,N,36701,3768,24635,8298,47.4,50.3,21862,19462,629,83,12842,9020,21581,8440,8998,937,2154,27,-,-,70,193,762,281,12957,397,72,45,35.8,145.5,6.2,35797,1.2,5,11.3
2015,강원,철원군,N,46025,6088,31304,8633,42.7,43.5,26806,22035,197,1639,16345,10461,26050,7607,13161,1229,866,201,-,-,60,371,2555,756,13384,498,132,198,35.9,119.9,6.2,35797,1.2,5,11.3
2015,강원,화천군,N,25343,3254,17442,4647,41.9,41.1,15449,13903,633,184,9600,5849,15105,5747,6827,884,445,116,-,-,27,389,670,344,9208,298,61,46,36.1,126.4,6.2,35797,1.2,5,11.3
2015,강원,양구군,N,22497,3064,15501,3932,41.8,42,13417,11694,347,70,8063,5354,13245,4148,6861,611,337,86,-,-,15,237,950,172,8500,233,60,53,35.3,113.8,6.2,35797,1.2,5,11.3
2015,강원,인제군,N,31219,4310,21528,5381,42.6,43.5,18645,17443,392,96,11415,7230,18450,7945,8267,627,764,55,-,-,6,131,655,195,11818,320,56,65,37.1,112.2,6.2,35797,1.2,5,11.3
2015,강원,고성군,N,28689,2396,19652,6641,45.7,48,17485,14223,1512,63,10193,7292,17241,7506,6576,1419,564,37,-,-,11,259,869,244,10203,218,64,51,35.8,123.7,6.2,35797,1.2,5,11.3
2015,강원,양양군,N,25861,2505,16605,6751,48.9,52.3,15467,12155,1702,58,8553,6914,15264,6056,6772,1077,392,40,-,-,4,134,789,203,9594,268,73,50,34.8,110.5,6.2,35797,1.2,5,11.3
2015,충북,충주시,N,211005,26148,151350,33507,42.1,43.3,122157,73971,6873,3284,70677,51480,119442,35935,59966,6707,8471,683,-,188,907,2203,4382,2715,50994,4800,1210,1136,35.4,136.1,6.3,37924,1.2,4.4,10.2
2015,충북,제천시,N,136350,16515,96708,23127,43,45.1,79061,46443,4093,3496,45860,33201,77220,22300,38682,6526,4472,351,-,205,637,612,3435,1841,35658,1789,426,584,34.6,113.4,6.3,37924,1.2,4.4,10.2
2015,충북,청주시,N,833276,128319,617076,87881,38.3,38.5,486558,290323,29651,28081,278471,208087,468451,125316,228879,54035,39087,3441,-,606,2308,6183,8596,18107,136446,37634,6951,4200,35.1,133.5,6.3,37924,1.2,4.4,10.2
2015,충북,상당구,N,171877,24821,124646,22410,40.3,41.7,98431,56776,5891,4517,56155,42276,94962,25244,46055,12519,7194,545,-,29,525,913,1938,3469,26159,8636,1402,805,,,6.3,37924,1.2,4.4,10.2
2015,충북,서원구,N,222721,33442,165790,23489,38.4,38.7,128360,75883,6475,8122,72719,55641,123143,33569,59684,14791,10076,850,-,56,579,1659,1879,5217,33003,10803,1997,1209,,,6.3,37924,1.2,4.4,10.2
2015,충북,흥덕구,N,255542,39597,193322,22623,37.4,37.4,153779,89853,7190,10862,87843,65936,147571,41561,70309,15604,12414,1291,-,448,903,2318,2723,6208,46240,11255,2225,1386,,,6.3,37924,1.2,4.4,10.2
2015,충북,청원구,N,183136,30459,133318,19359,37.5,36.9,105988,67811,10095,4580,61754,44234,102775,24942,52831,11121,9403,755,-,73,301,1293,2056,3213,31044,6940,1327,800,,,6.3,37924,1.2,4.4,10.2
2015,충북,보은군,N,32522,3035,19605,9882,50.7,54.5,19540,17149,618,274,10867,8673,19291,7825,7061,770,718,74,-,-,41,405,2397,249,11657,414,81,46,36.6,149.6,6.3,37924,1.2,4.4,10.2
2015,충북,옥천군,N,50704,5413,32654,12637,47.5,50.5,27992,23307,807,3073,16165,11827,27551,8832,12777,1523,1034,179,-,146,102,354,2604,441,13792,1204,243,157,35.6,128.9,6.3,37924,1.2,4.4,10.2
2015,충북,영동군,N,49542,4724,31641,13177,47.7,50.7,29441,26469,441,1150,16581,12860,28791,8907,11396,1449,1687,68,-,243,37,999,4005,650,16783,590,136,173,34.7,119.6,6.3,37924,1.2,4.4,10.2
2015,충북,진천군,N,71152,9392,50906,10854,41.8,42.4,39759,28659,5780,1661,24006,15753,38986,9985,21074,2149,3149,432,-,6,56,425,1710,773,19254,1413,386,320,37.9,125,6.3,37924,1.2,4.4,10.2
2015,충북,괴산군,N,37830,2754,24155,10921,49.9,54,21460,18236,1689,396,12445,9015,21249,8408,7732,1366,529,159,-,2,47,442,2564,211,12321,601,216,168,36.8,114.8,6.3,37924,1.2,4.4,10.2
2015,충북,음성군,N,102023,12713,73431,15879,42.2,42.9,59070,45400,3542,2434,35495,23575,58181,17685,30429,2397,3704,603,-,18,90,404,2851,889,32289,1590,386,203,38.8,144.7,6.3,37924,1.2,4.4,10.2
2015,충북,단양군,N,28770,2772,18423,7575,49.3,53.2,17247,14429,917,335,9683,7564,17040,6339,6411,1424,547,21,-,10,34,204,2050,207,9567,295,53,99,36.3,139.2,6.3,37924,1.2,4.4,10.2
2015,충북,증평군,N,36173,5624,25456,5093,40.1,40.3,21298,14027,6617,567,12247,9051,20955,5959,10689,1481,1445,133,-,73,52,429,694,343,9247,921,225,154,37.3,135,6.3,37924,1.2,4.4,10.2
2015,충남,천안시,N,629062,98090,476272,54700,36.9,36.4,377411,196468,41690,27481,220399,157012,360464,87683,181768,36907,39690,2418,524,1575,1656,2423,5820,16947,112531,23318,6388,4497,35.5,120.8,6.5,39345,1.4,5,9.7
2015,충남,동남구,N,277781,40202,208213,29366,38.2,37.9,164833,82263,14703,11731,95203,69630,158486,42316,76429,18198,14552,1305,134,577,715,1070,3190,6347,51149,10016,2764,1701,,,6.5,39345,1.4,5,9.7
2015,충남,서북구,N,351281,57888,268059,25334,35.9,35.5,212578,114205,26987,15750,125196,87382,201978,45367,105339,18709,25138,1113,390,998,941,1353,2630,10600,61382,13302,3624,2796,,,6.5,39345,1.4,5,9.7
2015,충남,공주시,N,113542,12031,78208,23303,44.4,46.2,66685,47931,3117,5692,36904,29781,65437,23465,27870,5702,3558,442,-,22,173,801,3404,1248,29971,2811,547,440,38,120.9,6.5,39345,1.4,5,9.7
2015,충남,보령시,N,101852,12224,67885,21743,45.3,47,59280,42554,2420,765,34679,24601,58104,19740,27995,4567,1665,197,-,182,115,957,2686,1176,27397,1175,389,248,35.7,131.3,6.5,39345,1.4,5,9.7
2015,충남,아산시,N,319929,53976,232684,33269,36.9,36.1,181381,107372,24732,8505,110104,71277,175551,47458,88091,12811,19751,627,951,869,559,1527,2907,5830,62080,7662,2630,1610,36.6,119.6,6.5,39345,1.4,5,9.7
2015,충남,서산시,N,169221,26227,116279,26715,41,41.7,100833,67812,5649,1020,60556,40277,98497,31095,45053,6442,10313,419,5,22,124,1190,3834,2336,43830,3581,479,334,36.2,144.8,6.5,39345,1.4,5,9.7
2015,충남,논산시,N,124246,14109,83490,26647,44.7,46.2,71066,53079,2937,3627,39908,31158,69776,24183,30651,4263,2930,294,-,200,172,1868,5215,1290,36076,1811,407,253,38,148.9,6.5,39345,1.4,5,9.7
2015,충남,계룡시,N,39243,7590,28090,3563,37.6,40,21725,11448,2895,5099,12543,9182,20893,4873,12460,1723,1183,101,-,150,17,179,207,832,7695,1392,383,373,37.5,135.5,6.5,39345,1.4,5,9.7
2015,충남,당진시,N,163762,25517,112285,25960,40.9,40.9,97622,78733,3124,1520,61028,36594,95782,29634,48714,6830,6972,359,6,4,169,288,2806,1840,48124,2326,568,313,37.6,117.3,6.5,39345,1.4,5,9.7
2015,충남,금산군,N,55923,5816,36275,13832,46.5,49,33088,28511,258,2602,18829,14259,32645,14773,12337,1350,957,278,-,7,25,500,2418,443,17813,1072,260,227,37.5,119.6,6.5,39345,1.4,5,9.7
2015,충남,부여군,N,69017,6514,42495,20008,49.5,53.2,41454,34574,2321,737,22872,18582,40824,12735,17603,2724,974,158,2,18,118,998,5494,630,23256,784,250,115,37.1,138,6.5,39345,1.4,5,9.7
2015,충남,서천군,N,54768,4972,32852,16944,50.5,54.1,32414,26736,560,1073,18139,14275,32025,12532,12740,1568,743,48,-,64,98,821,3411,389,20111,446,132,110,36,109.1,6.5,39345,1.4,5,9.7
2015,충남,청양군,N,31653,2741,18999,9913,50.4,54.3,20671,18083,1041,258,11227,9444,20504,8943,6688,861,630,107,-,-,21,452,2802,167,14148,250,74,90,36.2,173.6,6.5,39345,1.4,5,9.7
2015,충남,홍성군,N,94114,11984,62289,19841,44.1,45.4,58935,48323,4222,719,32847,26088,58056,22940,26836,2980,1193,145,8,168,92,530,3164,879,31897,1238,287,353,36.6,139.2,6.5,39345,1.4,5,9.7
2015,충남,예산군,N,81747,7982,52980,20785,47.6,50.5,50577,38336,5001,793,28195,22382,49866,18211,21641,3544,2125,382,-,246,42,595,3080,711,29430,1315,328,390,37.2,150.5,6.5,39345,1.4,5,9.7
2015,충남,태안군,N,59723,6264,37918,15541,48,51.3,39323,33639,1419,242,21479,17844,38828,17226,14787,2295,1486,140,-,-,15,128,2751,495,22964,515,116,137,35.8,122.2,6.5,39345,1.4,5,9.7
2015,전북,전주시,N,658172,97690,481648,78834,39,39.6,377509,197870,63366,5439,212337,165172,369119,98630,184363,44879,26949,1698,-,308,2295,5257,4740,8390,111171,22796,2522,1959,35.1,133.1,6.8,38282,1.3,4.8,9.5
2015,전북,완산구,N,367243,53537,269797,43909,39.2,40.1,210593,109744,32586,3027,117188,93405,205835,52979,104625,26657,14262,1110,-,104,1371,2480,2247,4758,60958,12999,1397,1139,,,6.8,38282,1.3,4.8,9.5
2015,전북,덕진구,N,290929,44153,211851,34925,38.7,39,166916,88126,30780,2412,95149,71767,163284,45651,79738,18222,12687,588,-,204,924,2777,2493,3632,50213,9797,1125,820,,,6.8,38282,1.3,4.8,9.5
2015,전북,군산시,N,275155,39986,195295,39874,40.7,41.4,146585,78757,8004,3830,89941,56644,143742,36462,71317,13762,15047,517,-,21,814,2466,3336,2843,52015,4889,789,454,36,120.7,6.8,38282,1.3,4.8,9.5
2015,전북,익산시,N,301723,40196,215563,45964,41.1,41.9,167929,104452,18142,2986,97099,70830,164998,48044,75129,14862,16580,529,-,418,897,3104,5435,2931,62703,5902,933,732,35.7,127.1,6.8,38282,1.3,4.8,9.5
2015,전북,정읍시,N,110627,13169,70634,26824,46.1,47.9,60779,42465,3635,886,34093,26686,59671,19608,24705,3439,3613,462,-,232,408,1916,5288,1108,29649,2074,339,228,36.5,117.1,6.8,38282,1.3,4.8,9.5
2015,전북,남원시,N,80499,10060,50501,19938,46.4,48.5,46926,33734,1386,1142,25687,21239,46019,13798,18816,2566,1424,219,-,157,153,2769,6117,907,25207,1264,350,131,35.7,102.7,6.8,38282,1.3,4.8,9.5
2015,전북,김제시,N,84269,8680,51870,23719,48.6,51.6,45969,32477,7628,368,26000,19969,45405,13945,19176,2622,2389,331,-,29,220,1356,5337,564,22661,1558,263,178,38,134.6,6.8,38282,1.3,4.8,9.5
2015,전북,완주군,N,95357,13655,63822,17880,42.3,42.6,53101,33726,15395,810,31452,21649,52269,16247,24268,5303,1962,131,-,13,110,1324,2911,832,23762,2475,393,273,38.7,136.6,6.8,38282,1.3,4.8,9.5
2015,전북,진안군,N,22886,2284,13016,7586,51.2,54.9,13299,12049,725,82,7258,6041,13232,4974,4952,645,359,106,-,-,33,127,2036,67,7676,312,113,16,38.6,132.1,6.8,38282,1.3,4.8,9.5
2015,전북,무주군,N,23408,2445,13844,7119,50,53.4,14597,13695,180,338,7935,6662,14423,5904,5376,628,325,85,-,-,12,116,1977,174,8715,317,69,43,36.7,132.2,6.8,38282,1.3,4.8,9.5
2015,전북,장수군,N,21620,2375,12746,6499,49.4,53.2,13638,12287,498,138,7445,6193,13498,5202,5296,462,339,14,-,2,9,177,1997,140,8936,175,64,78,36.3,98.3,6.8,38282,1.3,4.8,9.5
2015,전북,임실군,N,25935,2486,14534,8915,51.4,55.1,15655,13275,1416,113,8676,6979,15531,6539,4857,859,427,144,-,21,60,268,2356,124,9379,515,88,69,39.1,157.1,6.8,38282,1.3,4.8,9.5
2015,전북,순창군,N,26707,2787,15170,8750,50.4,54,16323,14552,403,564,8543,7780,16010,5757,5662,492,459,66,-,-,12,618,2944,313,9943,316,74,23,37.2,108.4,6.8,38282,1.3,4.8,9.5
2015,전북,고창군,N,55665,5549,33101,17015,49.5,53.1,32641,29737,638,465,17904,14737,32334,12942,13155,1226,466,90,-,-,130,249,4076,307,20281,510,93,69,36.6,128.4,6.8,38282,1.3,4.8,9.5
2015,전북,부안군,N,52091,5135,31510,15446,49.5,53,30617,27138,1521,127,16404,14213,30288,11652,11571,1619,998,154,-,-,92,664,3538,329,17316,774,126,45,37.1,127.6,6.8,38282,1.3,4.8,9.5
2015,전남,목포시,N,239524,37244,170952,31328,39.7,40.6,130367,63169,31253,1440,76134,54233,127361,32443,62335,19103,8947,521,-,120,622,1356,1914,3006,40592,5353,807,443,33.7,124.5,6.9,36549,1.3,4.2,10.4
2015,전남,여수시,N,273761,38283,192415,43063,42,43.6,149348,84398,4467,1029,90837,58511,145909,39286,68418,20928,12888,427,-,31,753,288,2890,3439,45508,3040,636,438,35.5,142.3,6.9,36549,1.3,4.2,10.4
2015,전남,순천시,N,265390,40760,189261,35369,39.9,41.4,153456,101662,24062,1661,87199,66257,149940,39005,72589,19807,12214,443,-,178,732,1094,3878,3516,49767,6738,885,469,37.2,117.8,6.9,36549,1.3,4.2,10.4
2015,전남,나주시,N,92582,10949,60075,21558,45.2,46.4,54563,42140,2145,4915,30282,24281,53676,18784,21337,4089,2058,439,-,12,130,1132,5695,887,26498,2205,348,169,38.5,121.9,6.9,36549,1.3,4.2,10.4
2015,전남,광양시,N,144414,23968,104696,15750,38.7,40.2,85617,62272,8154,1560,52013,33604,83331,21376,44127,5419,7647,282,-,8,289,1443,2740,2286,32006,2338,349,260,36.3,106.6,6.9,36549,1.3,4.2,10.4
2015,전남,담양군,N,43634,3922,27067,12645,48.8,52.2,24769,18872,593,4436,13755,11014,24472,8392,9608,1707,619,245,-,-,26,1185,2690,297,11895,1009,157,94,38.2,146.3,6.9,36549,1.3,4.2,10.4
2015,전남,곡성군,N,28617,2529,16694,9394,50.3,53.8,18087,15792,315,668,9520,8567,17934,8148,5340,745,490,180,-,52,36,514,2429,153,11239,511,98,32,37.4,107.2,6.9,36549,1.3,4.2,10.4
2015,전남,구례군,N,24595,2464,14278,7853,50.7,54.1,14621,12392,518,255,7819,6802,14502,5925,5672,662,246,34,-,20,18,181,1744,119,8852,260,49,13,36.9,125.7,6.9,36549,1.3,4.2,10.4
2015,전남,고흥군,N,62477,5025,33734,23718,54.1,58,38836,35890,795,77,20485,18351,38572,18085,10792,1562,506,123,-,-,59,590,6855,264,22929,464,119,11,38,139.3,6.9,36549,1.3,4.2,10.4
2015,전남,보성군,N,40688,3997,22434,14257,51.7,55.8,25089,22251,1377,280,13513,11576,24876,9111,8441,1336,469,105,-,-,49,430,4935,213,13705,564,119,36,40,114.3,6.9,36549,1.3,4.2,10.4
2015,전남,화순군,N,61380,7711,38889,14780,45.6,47.3,36611,25707,1735,6732,19466,17145,35951,14325,14015,3807,1547,96,-,10,87,299,1765,660,14136,2172,470,109,38.8,292.5,6.9,36549,1.3,4.2,10.4
2015,전남,장흥군,N,36890,3749,21395,11746,50.5,54,21773,19961,662,164,11784,9989,21525,8392,7763,782,351,64,-,-,34,494,3645,248,13005,420,71,19,37.4,122.7,6.9,36549,1.3,4.2,10.4
2015,전남,강진군,N,35126,3906,20277,10943,49.5,53.4,20997,18345,1122,128,11057,9940,20810,8049,7826,709,257,91,-,-,55,430,3393,187,11780,310,86,14,37.6,163.4,6.9,36549,1.3,4.2,10.4
2015,전남,해남군,N,69237,7968,41268,20001,48.7,52.1,42534,39201,1054,201,23197,19337,41735,15636,13409,1523,1171,94,-,-,165,307,9430,799,23324,670,100,44,37.9,112.2,6.9,36549,1.3,4.2,10.4
2015,전남,영암군,N,61535,7642,41171,12722,43.8,44.2,34502,30963,1807,257,20487,14015,34160,10944,12397,1547,1087,70,-,-,22,3126,4967,342,18355,727,78,49,38.3,69.7,6.9,36549,1.3,4.2,10.4
2015,전남,무안군,N,80521,12191,53438,14892,41.4,41.6,48241,33939,11133,673,27198,21043,47287,16661,19492,2485,1798,256,-,26,115,391,6063,954,21357,1730,283,205,38,145,6.9,36549,1.3,4.2,10.4
2015,전남,함평군,N,31367,2876,17937,10554,51.1,54.8,18639,16270,873,864,10170,8469,18398,7290,5747,799,588,98,-,14,36,309,3517,241,11056,454,56,19,38,132.4,6.9,36549,1.3,4.2,10.4
2015,전남,영광군,N,51007,5942,31243,13822,47.4,50.3,29774,26714,462,921,16661,13113,29452,10915,11552,1340,898,258,-,9,91,455,3934,322,16987,701,145,52,36.9,119.5,6.9,36549,1.3,4.2,10.4
2015,전남,장성군,N,42058,4930,25407,11721,47.6,50.2,22794,17664,545,2929,12948,9846,22487,8003,9536,1052,836,256,-,28,49,480,2247,307,11078,741,168,47,38.2,123.2,6.9,36549,1.3,4.2,10.4
2015,전남,완도군,N,48468,5366,28789,14313,49.2,52.7,28443,27699,360,94,16231,12212,27918,11461,9828,651,851,40,-,2,75,187,4823,525,18461,264,72,87,34.6,118.5,6.9,36549,1.3,4.2,10.4
2015,전남,진도군,N,29538,3115,16954,9469,50.2,53.9,18378,17342,210,8,9950,8428,18251,7254,5493,649,185,7,-,-,36,123,4504,127,11611,182,23,4,36.2,137.4,6.9,36549,1.3,4.2,10.4
2015,전남,신안군,N,36235,2730,21052,12453,52.6,56.1,22351,21665,396,54,12740,9611,22219,10696,5229,785,395,17,-,-,31,274,4792,132,13897,262,47,21,32.7,126.1,6.9,36549,1.3,4.2,10.4
2015,경북,포항시,N,511804,70403,376675,64726,41.1,42.9,280725,152068,13441,3465,169674,111051,272335,63999,142273,21743,29004,1033,-,157,1317,5474,7335,8390,93779,10658,2048,1231,34,120.4,6.3,38433,1.3,5.3,9.3
2015,경북,남구,N,243870,33223,180851,29796,41,42.7,134054,74475,6555,1669,82875,51179,129854,31318,67338,9999,13215,531,-,31,691,3465,3266,4200,48516,4616,837,603,32.9,107.8,6.3,38433,1.3,5.3,9.3
2015,경북,북구,N,267934,37180,195824,34930,41.2,43.1,146671,77593,6886,1796,86799,59872,142481,32681,74935,11744,15789,502,-,126,626,2009,4069,4190,45263,6042,1211,628,35.4,127.5,6.3,38433,1.3,5.3,9.3
2015,경북,경주시,N,262310,30115,185826,46369,43.4,44.8,147370,88488,8301,5559,85883,61487,143768,41954,68790,12095,11148,760,-,209,647,3098,5067,3602,62849,6384,1208,559,35.6,128,6.3,38433,1.3,5.3,9.3
2015,경북,김천시,N,137540,16521,93712,27307,44.1,45.7,80785,50003,5788,1684,45657,35128,79004,19941,36416,6573,4956,133,-,487,235,1100,9163,1781,36893,2293,446,393,34.5,132.5,6.3,38433,1.3,5.3,9.3
2015,경북,안동시,N,168581,21157,114456,32968,43.7,45.1,98563,63238,5789,785,54711,43852,96859,28434,45751,10169,2975,181,-,64,422,987,7876,1704,42959,2980,487,350,35.8,124.5,6.3,38433,1.3,5.3,9.3
2015,경북,구미시,N,421075,70693,320237,30145,36,35.9,250944,148604,16164,5699,148209,102735,243283,56183,125621,14390,34249,712,-,1017,724,3985,6402,7661,79859,10422,1962,1385,34.4,124.1,6.3,38433,1.3,5.3,9.3
2015,경북,영주시,N,109266,12488,73031,23747,45.4,47.6,60279,38139,3576,590,34816,25463,59608,16890,29260,4168,1982,125,-,53,237,895,5998,671,29982,1095,290,191,33.2,131.2,6.3,38433,1.3,5.3,9.3
2015,경북,영천시,N,97669,9573,64428,23668,47.3,49.7,56674,41030,4228,1503,32602,24072,55965,18573,23178,4262,3173,125,-,105,125,667,5757,709,29134,1910,426,108,36.4,142.6,6.3,38433,1.3,5.3,9.3
