date,time,district,no2,o3,co,so2,pm10,pm2.5
2019-06-02,2000,강남구,0.016,0.061,0.4,0.005,28,15
2019-06-02,2100,강남구,0.022,0.05,0.7,0.004,27,16
2019-06-02,2200,강남구,0.021,0.048,0.5,0.005,28,14
2019-06-02,2300,강남구,0.019,0.047,0.4,0.004,24,13
2019-06-03,0,강남구,0.022,0.038,0.3,0.004,22,12
2019-06-03,100,강남구,0.019,0.036,0.5,0.004,20,11
2019-06-03,200,강남구,0.019,0.033,0.4,0.006,20,13
2019-06-03,300,강남구,0.022,0.028,0.3,0.005,25,15
2019-06-03,400,강남구,0.041,0.006,0.4,0.004,28,19
2019-06-03,500,강남구,0.03,0.014,0.4,0.005,28,18
2019-06-03,600,강남구,0.032,0.01,0.4,0.005,28,19
2019-06-03,700,강남구,0.041,0.004,0.4,0.005,28,18
2019-06-03,800,강남구,0.042,0.006,0.5,0.005,31,18
2019-06-03,900,강남구,0.037,0.017,0.5,0.006,31,17
2019-06-03,1000,강남구,0.037,0.025,0.5,0.005,27,15
2019-06-03,1100,강남구,0.036,0.032,0.5,0.006,30,13
2019-06-03,1200,강남구,0.031,0.043,0.4,0.005,33,17
2019-06-03,1300,강남구,0.022,0.057,0.4,0.006,36,19
2019-06-03,1400,강남구,,,,,,
2019-06-03,1500,강남구,,,,,,
2019-06-03,1600,강남구,0.016,0.064,0.3,0.004,16,10
2019-06-03,1700,강남구,0.019,0.075,0.4,0.005,52,26
2019-06-03,1800,강남구,0.027,0.071,0.4,0.005,39,25
2019-06-03,1900,강남구,0.02,0.083,0.4,0.006,45,32
2019-06-03,2000,강남구,0.02,0.079,0.4,0.005,44,29
2019-06-03,2100,강남구,0.023,0.068,0.4,0.004,44,31
2019-06-03,2200,강남구,0.031,0.047,0.5,0.006,43,28
2019-06-03,2300,강남구,0.034,0.024,0.7,0.006,39,24
2019-06-04,0,강남구,0.024,0.03,0.5,0.005,24,16
2019-06-04,100,강남구,0.025,0.027,0.6,0.005,23,14
2019-06-04,200,강남구,0.022,0.028,0.5,0.004,22,14
2019-06-04,300,강남구,0.022,0.026,0.4,0.005,23,17
2019-06-04,400,강남구,0.018,0.029,0.4,0.004,23,16
2019-06-04,500,강남구,0.027,0.018,0.4,0.005,25,16
2019-06-04,600,강남구,0.035,0.009,0.4,0.006,28,19
2019-06-04,700,강남구,0.032,0.016,0.5,0.005,27,21
2019-06-04,800,강남구,0.025,0.03,0.5,0.007,24,17
2019-06-04,900,강남구,0.025,0.029,0.4,0.006,26,14
2019-06-04,1000,강남구,0.02,0.032,0.4,0.007,19,12
2019-06-04,1100,강남구,0.021,0.034,0.4,0.005,19,12
2019-06-04,1200,강남구,0.016,0.047,0.3,0.005,21,13
2019-06-04,1300,강남구,0.01,0.051,0.3,0.006,22,15
2019-06-04,1400,강남구,0.014,0.047,0.3,0.004,20,14
2019-06-04,1500,강남구,0.012,0.042,0.3,0.006,20,10
2019-06-04,1600,강남구,0.013,0.039,0.2,0.005,21,13
2019-06-04,1700,강남구,0.014,0.035,0.2,0.005,23,16
2019-06-04,1800,강남구,0.017,0.029,0.2,0.006,22,15
2019-06-04,1900,강남구,0.017,0.024,0.2,0.006,25,17
2019-06-04,2000,강남구,0.018,0.019,0.2,0.004,23,16
2019-06-04,2100,강남구,0.02,0.017,0.3,0.004,32,18
2019-06-04,2200,강남구,0.018,0.018,0.2,0.005,20,14
2019-06-04,2300,강남구,0.018,0.018,0.3,0.004,18,14
2019-06-05,0,강남구,0.017,0.02,0.3,0.005,21,16
2019-06-05,100,강남구,0.014,0.023,0.3,0.005,30,21
2019-06-05,200,강남구,0.013,0.026,0.4,0.004,27,20
2019-06-05,300,강남구,0.013,0.024,0.4,0.004,31,22
2019-06-05,400,강남구,0.01,0.025,0.3,0.004,28,21
2019-06-05,500,강남구,0.01,0.024,0.3,0.004,30,19
2019-06-05,600,강남구,0.012,0.021,0.3,0.004,29,23
2019-06-05,700,강남구,0.016,0.017,0.3,0.004,33,23
2019-06-05,800,강남구,0.02,0.013,0.3,0.004,32,23
2019-06-05,900,강남구,0.022,0.013,0.4,0.004,39,24
2019-06-05,1000,강남구,0.025,0.014,0.4,0.005,39,27
2019-06-05,1100,강남구,0.029,0.017,0.5,0.005,41,26
2019-06-05,1200,강남구,0.032,0.014,0.5,0.006,44,27
2019-06-05,1300,강남구,0.033,0.027,0.5,0.005,46,29
2019-06-05,1400,강남구,0.03,0.058,0.4,0.005,45,29
2019-06-05,1500,강남구,0.037,0.066,0.5,0.005,56,38
2019-06-05,1600,강남구,0.032,0.055,0.6,0.006,67,47
2019-06-05,1700,강남구,0.03,0.053,0.5,0.007,68,40
2019-06-05,1800,강남구,0.029,0.055,0.4,0.005,55,37
2019-06-05,1900,강남구,0.035,0.054,0.5,0.006,54,35
2019-06-05,2000,강남구,0.035,0.054,0.6,0.006,56,40
2019-06-05,2100,강남구,0.038,0.038,0.6,0.006,,40
2019-06-05,2200,강남구,0.037,0.032,0.5,0.006,51,35
2019-06-05,2300,강남구,0.046,0.006,0.5,0.006,43,29
2019-06-06,0,강남구,0.046,0.003,0.5,0.006,32,21
2019-06-06,100,강남구,0.036,0.01,0.6,0.005,29,19
2019-06-06,200,강남구,0.017,0.021,0.4,0.004,25,16
2019-06-06,300,강남구,0.018,0.017,0.4,0.005,26,13
2019-06-06,400,강남구,0.018,0.016,0.4,0.005,23,14
2019-06-06,500,강남구,0.026,0.007,0.6,0.004,27,18
2019-06-06,600,강남구,0.028,0.005,0.6,0.005,29,20
2019-06-06,700,강남구,0.03,0.007,0.5,0.004,34,25
2019-06-06,800,강남구,0.033,0.008,0.5,0.005,37,25
2019-06-06,900,강남구,0.039,0.009,0.6,0.005,46,30
2019-06-06,1000,강남구,0.043,0.009,0.6,0.007,50,33
2019-06-06,1100,강남구,0.047,0.009,0.6,0.006,58,39
2019-06-06,1200,강남구,0.038,0.02,0.6,0.006,56,37
2019-06-06,1300,강남구,0.038,0.022,0.6,0.007,58,33
2019-06-06,1400,강남구,0.037,0.029,0.6,0.006,57,37
2019-06-06,1500,강남구,0.039,0.027,0.6,0.007,67,42
2019-06-06,1600,강남구,0.04,0.025,0.6,0.006,66,42
2019-06-06,1700,강남구,0.045,0.019,0.7,0.005,70,45
2019-06-06,1800,강남구,0.031,0.031,0.6,0.005,58,39
2019-06-06,1900,강남구,0.024,0.036,0.6,0.005,57,40
2019-06-06,2000,강남구,0.02,0.035,0.5,0.005,54,38
2019-06-06,2100,강남구,0.012,0.046,0.3,0.004,43,28
2019-06-06,2200,강남구,0.013,0.037,0.4,0.004,35,24
2019-06-06,2300,강남구,0.015,0.032,0.3,0.004,36,27
2019-06-07,0,강남구,0.011,0.037,0.3,0.005,29,22
2019-06-07,100,강남구,0.008,0.045,0.2,0.005,25,17
2019-06-07,200,강남구,0.006,0.044,0.2,0.004,23,16
2019-06-07,300,강남구,0.005,0.045,0.2,0.004,22,12
2019-06-07,400,강남구,0.004,0.042,0.2,0.004,16,10
2019-06-07,500,강남구,0.005,0.045,0.2,0.004,11,9
2019-06-07,600,강남구,0.007,0.049,0.2,0.004,7,5
2019-06-07,700,강남구,0.012,0.043,0.2,0.004,6,2
2019-06-07,800,강남구,0.012,0.049,0.3,0.005,6,4
2019-06-07,900,강남구,0.012,0.042,0.3,0.005,6,4
2019-06-07,1000,강남구,0.015,0.041,0.3,0.004,6,4
2019-06-07,1100,강남구,0.022,0.032,0.4,0.004,9,4
2019-06-07,1200,강남구,0.015,0.039,0.3,0.004,10,5
2019-06-07,1300,강남구,0.014,0.038,0.3,0.005,5,4
2019-06-07,1400,강남구,0.011,0.044,0.3,0.005,5,2
2019-06-07,1500,강남구,0.01,0.043,0.3,0.005,7,3
2019-06-07,1600,강남구,0.012,0.042,0.3,0.006,8,4
2019-06-07,1700,강남구,0.011,0.038,0.3,0.005,7,1
2019-06-07,1800,강남구,0.013,0.046,0.3,0.005,6,2
2019-06-07,1900,강남구,0.015,0.045,0.3,0.005,8,2
2019-06-07,2000,강남구,0.013,0.047,0.3,0.005,10,6
2019-06-07,2100,강남구,0.016,0.045,0.3,0.005,12,6
2019-06-07,2200,강남구,0.014,0.043,0.3,0.004,11,6
2019-06-07,2300,강남구,0.009,0.046,0.2,0.004,13,7
2019-06-08,0,강남구,0.012,0.04,0.3,0.005,12,8
2019-06-08,100,강남구,0.019,0.028,0.3,0.004,14,7
2019-06-08,200,강남구,0.016,0.029,0.4,0.004,14,9
2019-06-08,300,강남구,0.013,0.027,0.3,0.005,16,9
2019-06-08,400,강남구,0.012,0.03,0.3,0.004,16,10
2019-06-08,500,강남구,0.012,0.028,0.2,0.004,14,9
2019-06-08,600,강남구,0.015,0.027,0.2,0.006,14,9
2019-06-08,700,강남구,0.016,0.028,0.3,0.004,16,10
2019-06-08,800,강남구,0.017,0.028,0.3,0.005,15,10
2019-06-08,900,강남구,0.019,0.026,0.3,0.005,17,11
2019-06-08,1000,강남구,0.019,0.029,0.3,0.004,16,8
2019-06-08,1100,강남구,0.015,0.038,0.3,0.004,20,11
2019-06-08,1200,강남구,0.014,0.039,0.2,0.004,19,12
2019-06-08,1300,강남구,0.017,0.043,0.3,0.004,17,9
2019-06-08,1400,강남구,0.017,0.051,0.3,0.005,20,11
2019-06-08,1500,강남구,0.014,0.055,0.2,0.005,19,11
2019-06-08,1600,강남구,0.024,0.055,0.3,0.005,28,16
2019-06-08,1700,강남구,0.025,0.057,0.4,0.006,45,24
2019-06-08,1800,강남구,0.022,0.058,0.4,0.006,34,23
2019-06-08,1900,강남구,0.021,0.054,0.5,0.006,,19
2019-06-08,2000,강남구,0.02,0.052,0.4,0.006,25,19
2019-06-08,2100,강남구,0.017,0.051,0.4,0.006,18,15
2019-06-08,2200,강남구,0.018,0.045,0.4,0.006,18,13
2019-06-08,2300,강남구,0.022,0.039,0.4,0.005,18,15
2019-06-09,0,강남구,0.035,0.021,0.6,0.005,24,18
2019-06-09,100,강남구,0.039,0.016,0.6,0.005,27,20
2019-06-09,200,강남구,0.03,0.022,0.5,0.005,31,23
2019-06-09,300,강남구,0.014,0.039,0.4,0.006,43,30
2019-06-09,400,강남구,0.009,0.042,0.4,0.006,32,24
2019-06-09,500,강남구,0.01,0.044,0.4,0.006,33,26
2019-06-09,600,강남구,0.013,0.03,0.4,0.005,38,30
2019-06-09,700,강남구,0.016,0.024,0.5,0.006,43,32
2019-06-09,800,강남구,0.018,0.024,0.5,0.006,41,30
2019-06-09,900,강남구,0.017,0.027,0.5,0.006,40,28
2019-06-09,1000,강남구,0.015,0.039,0.4,0.006,29,21
2019-06-09,1100,강남구,0.015,0.052,0.4,0.006,31,22
2019-06-09,1200,강남구,0.011,0.06,0.4,0.007,28,21
2019-06-09,1300,강남구,0.011,0.074,0.4,0.006,,23
2019-06-09,1400,강남구,0.012,0.083,0.4,0.006,31,25
2019-06-09,1500,강남구,0.013,0.084,0.5,0.006,42,32
2019-06-09,1600,강남구,0.014,0.076,0.4,0.005,40,31
2019-06-09,1700,강남구,0.014,0.062,0.4,0.005,33,24
2019-06-09,1800,강남구,0.014,0.066,0.3,0.006,28,22
2019-06-09,1900,강남구,0.012,0.043,0.3,0.005,26,21
2019-06-02,2000,강동구,0.018,0.05,0.4,0.004,33,18
2019-06-02,2100,강동구,0.018,0.048,0.4,0.004,31,19
2019-06-02,2200,강동구,0.025,0.043,0.5,0.005,33,20
2019-06-02,2300,강동구,0.027,0.038,0.4,0.004,30,19
2019-06-03,0,강동구,0.04,0.025,0.5,0.003,33,21
2019-06-03,100,강동구,0.037,0.025,0.4,0.004,35,23
2019-06-03,200,강동구,0.041,0.019,0.5,0.004,35,22
2019-06-03,300,강동구,0.023,0.029,0.4,0.003,34,20
2019-06-03,400,강동구,0.029,0.021,0.4,0.003,32,23
2019-06-03,500,강동구,0.026,0.021,0.4,0.004,32,21
2019-06-03,600,강동구,0.029,0.017,0.4,0.004,31,22
2019-06-03,700,강동구,0.039,0.013,0.4,0.003,30,20
2019-06-03,800,강동구,0.041,0.015,0.4,0.004,29,19
2019-06-03,900,강동구,0.046,0.016,0.5,0.004,32,17
2019-06-03,1000,강동구,0.053,0.019,0.5,0.004,41,20
2019-06-03,1100,강동구,0.046,0.03,0.6,0.005,45,21
2019-06-03,1200,강동구,0.032,0.045,0.5,0.004,41,21
2019-06-03,1300,강동구,0.028,0.049,0.5,0.004,42,22
2019-06-03,1400,강동구,0.012,0.059,0.3,0.005,41,21
2019-06-03,1500,강동구,0.01,0.057,0.3,0.004,30,18
2019-06-03,1600,강동구,0.014,0.064,0.4,0.004,35,22
2019-06-03,1700,강동구,0.018,0.069,0.4,0.004,48,33
2019-06-03,1800,강동구,0.018,0.075,0.4,0.005,49,33
2019-06-03,1900,강동구,0.022,0.077,0.5,0.005,52,31
2019-06-03,2000,강동구,0.029,0.069,0.5,0.005,53,38
2019-06-03,2100,강동구,0.031,0.059,0.5,0.004,52,34
2019-06-03,2200,강동구,0.037,0.046,0.5,0.004,52,34
2019-06-03,2300,강동구,0.04,0.028,0.6,0.006,45,29
2019-06-04,0,강동구,0.029,0.03,0.5,0.005,35,21
2019-06-04,100,강동구,0.029,0.026,0.5,0.004,27,18
2019-06-04,200,강동구,0.029,0.024,0.6,0.004,27,19
2019-06-04,300,강동구,0.031,0.022,0.6,0.004,26,19
2019-06-04,400,강동구,0.035,0.017,0.6,0.005,27,19
2019-06-04,500,강동구,0.045,0.009,0.5,0.004,34,21
2019-06-04,600,강동구,0.046,0.005,0.5,0.004,38,26
2019-06-04,700,강동구,0.046,0.006,0.6,0.004,45,28
2019-06-04,800,강동구,0.051,0.009,0.6,0.005,38,27
2019-06-04,900,강동구,0.047,0.015,0.5,0.005,33,17
2019-06-04,1000,강동구,0.025,0.03,0.4,0.004,30,17
2019-06-04,1100,강동구,0.024,0.033,0.4,0.006,25,12
2019-06-04,1200,강동구,0.023,0.037,0.4,0.005,22,15
2019-06-04,1300,강동구,0.016,0.047,0.3,0.005,25,10
2019-06-04,1400,강동구,0.015,0.048,0.4,0.005,23,14
2019-06-04,1500,강동구,0.015,0.042,0.3,0.004,23,16
2019-06-04,1600,강동구,0.017,0.037,0.3,0.004,25,15
2019-06-04,1700,강동구,0.017,0.033,0.3,0.004,28,12
2019-06-04,1800,강동구,0.02,0.028,0.3,0.004,26,18
2019-06-04,1900,강동구,0.026,0.022,0.3,0.004,31,20
2019-06-04,2000,강동구,0.019,0.021,0.3,0.004,26,19
2019-06-04,2100,강동구,0.031,0.013,0.4,0.004,28,16
2019-06-04,2200,강동구,0.028,0.014,0.4,0.004,30,19
2019-06-04,2300,강동구,0.029,0.013,0.4,0.003,22,16
2019-06-05,0,강동구,0.026,0.015,0.4,0.003,26,19
2019-06-05,100,강동구,0.02,0.019,0.5,0.003,31,23
2019-06-05,200,강동구,0.016,0.021,0.4,0.003,30,23
2019-06-05,300,강동구,0.015,0.019,0.4,0.003,30,23
2019-06-05,400,강동구,0.014,0.016,0.3,0.004,28,19
2019-06-05,500,강동구,0.016,0.014,0.4,0.004,31,20
2019-06-05,600,강동구,0.018,0.014,0.4,0.004,37,24
2019-06-05,700,강동구,0.019,0.014,0.4,0.004,41,25
2019-06-05,800,강동구,0.024,0.012,0.4,0.003,40,25
2019-06-05,900,강동구,0.022,0.017,0.6,0.004,39,24
2019-06-05,1000,강동구,0.025,0.016,0.5,0.004,41,25
2019-06-05,1100,강동구,0.027,0.02,0.5,0.003,43,26
2019-06-05,1200,강동구,0.032,0.026,0.5,0.004,46,26
2019-06-05,1300,강동구,0.039,0.031,0.5,0.004,48,28
2019-06-05,1400,강동구,0.042,0.041,0.5,0.004,46,28
2019-06-05,1500,강동구,0.039,0.057,0.5,0.004,51,34
2019-06-05,1600,강동구,0.042,0.058,0.5,0.004,67,44
2019-06-05,1700,강동구,0.039,0.053,0.7,0.005,72,50
2019-06-05,1800,강동구,0.043,0.048,0.6,0.005,62,45
2019-06-05,1900,강동구,0.048,0.042,0.5,0.005,56,40
2019-06-05,2000,강동구,0.053,0.042,0.6,0.005,58,41
2019-06-05,2100,강동구,0.052,0.034,0.7,0.005,64,47
2019-06-05,2200,강동구,0.052,0.025,0.7,0.005,61,46
2019-06-05,2300,강동구,0.053,0.018,0.6,0.004,52,41
2019-06-06,0,강동구,0.065,0.004,0.6,0.004,46,31
2019-06-06,100,강동구,0.06,0.003,0.7,0.005,36,24
2019-06-06,200,강동구,0.036,0.013,0.6,0.004,34,21
2019-06-06,300,강동구,0.023,0.017,0.4,0.004,35,21
2019-06-06,400,강동구,0.021,0.017,0.5,0.004,35,19
2019-06-06,500,강동구,0.03,0.01,0.5,0.004,42,19
2019-06-06,600,강동구,0.043,0.004,0.6,0.004,36,21
2019-06-06,700,강동구,0.046,0.005,0.7,0.004,42,25
2019-06-06,800,강동구,0.046,0.006,0.7,0.004,44,28
2019-06-06,900,강동구,0.045,0.009,0.7,0.005,58,33
2019-06-06,1000,강동구,0.049,0.014,0.7,0.004,61,35
2019-06-06,1100,강동구,0.049,0.018,0.6,0.005,66,40
2019-06-06,1200,강동구,0.048,0.021,0.6,0.004,71,41
2019-06-06,1300,강동구,0.039,0.025,0.6,0.004,66,38
2019-06-06,1400,강동구,0.026,0.032,0.5,0.005,59,38
2019-06-06,1500,강동구,0.024,0.036,0.6,0.005,62,41
2019-06-06,1600,강동구,0.028,0.035,0.6,0.004,60,43
2019-06-06,1700,강동구,0.044,0.022,0.6,0.003,69,47
2019-06-06,1800,강동구,0.037,0.021,0.6,0.003,71,47
2019-06-06,1900,강동구,0.025,0.029,0.6,0.004,63,47
2019-06-06,2000,강동구,0.015,0.037,0.5,0.003,53,40
2019-06-06,2100,강동구,0.011,0.04,0.4,0.003,44,34
2019-06-06,2200,강동구,0.015,0.03,0.4,0.003,39,28
2019-06-06,2300,강동구,0.011,0.032,0.4,0.003,35,26
2019-06-07,0,강동구,0.009,0.034,0.4,0.004,27,22
2019-06-07,100,강동구,0.007,0.04,0.3,0.003,22,18
2019-06-07,200,강동구,0.006,0.04,0.3,0.004,25,18
2019-06-07,300,강동구,0.004,0.04,0.3,0.004,20,18
2019-06-07,400,강동구,0.005,0.043,0.3,0.003,15,11
2019-06-07,500,강동구,0.005,0.043,0.3,0.003,14,9
2019-06-07,600,강동구,0.008,0.042,0.3,0.003,8,5
2019-06-07,700,강동구,0.008,0.045,0.3,0.003,5,5
2019-06-07,800,강동구,0.011,0.043,0.3,0.003,4,3
2019-06-07,900,강동구,0.012,0.041,0.3,0.003,6,6
2019-06-07,1000,강동구,0.013,0.041,0.3,0.003,6,3
2019-06-07,1100,강동구,0.015,0.038,0.3,0.003,6,5
2019-06-07,1200,강동구,0.012,0.04,0.3,0.003,6,3
2019-06-07,1300,강동구,0.013,0.038,0.3,0.003,5,3
2019-06-07,1400,강동구,0.011,0.039,0.3,0.003,5,2
2019-06-07,1500,강동구,0.008,0.044,0.3,0.003,5,4
2019-06-07,1600,강동구,0.009,0.044,0.3,0.003,5,1
2019-06-07,1700,강동구,0.007,0.045,0.3,0.003,5,3
2019-06-07,1800,강동구,0.008,0.043,0.3,0.004,9,2
2019-06-07,1900,강동구,0.009,0.044,0.3,0.003,10,2
2019-06-07,2000,강동구,0.012,0.043,0.3,0.003,13,7
2019-06-07,2100,강동구,0.014,0.041,0.4,0.003,13,9
2019-06-07,2200,강동구,0.02,0.034,0.4,0.004,13,8
2019-06-07,2300,강동구,0.016,0.033,0.3,0.003,14,11
2019-06-08,0,강동구,0.017,0.029,0.3,0.004,16,10
2019-06-08,100,강동구,0.024,0.023,0.4,0.003,16,11
2019-06-08,200,강동구,0.019,0.024,0.4,0.003,17,10
2019-06-08,300,강동구,0.013,0.026,0.3,0.003,18,11
2019-06-08,400,강동구,0.017,0.02,0.4,0.003,18,12
2019-06-08,500,강동구,0.016,0.02,0.3,0.003,18,11
2019-06-08,600,강동구,0.021,0.017,0.4,0.003,17,11
2019-06-08,700,강동구,0.029,0.013,0.3,0.003,22,12
2019-06-08,800,강동구,0.02,0.023,0.3,0.003,14,8
2019-06-08,900,강동구,0.016,0.029,0.3,0.003,21,11
2019-06-08,1000,강동구,0.012,0.034,0.3,0.003,22,10
2019-06-08,1100,강동구,0.012,0.038,0.3,0.004,23,10
2019-06-08,1200,강동구,0.014,0.038,0.3,0.003,39,13
2019-06-08,1300,강동구,0.014,0.042,0.3,0.003,24,9
2019-06-08,1400,강동구,0.013,0.048,0.3,0.004,26,12
2019-06-08,1500,강동구,0.014,0.051,0.3,0.004,22,10
2019-06-08,1600,강동구,0.013,0.054,0.3,0.004,20,12
2019-06-08,1700,강동구,0.033,0.051,0.4,0.004,33,18
2019-06-08,1800,강동구,0.029,0.057,0.4,0.004,42,26
2019-06-08,1900,강동구,0.028,0.054,0.5,0.004,36,22
2019-06-08,2000,강동구,0.025,0.048,0.5,0.005,31,24
2019-06-08,2100,강동구,0.022,0.042,0.5,0.005,20,14
2019-06-08,2200,강동구,0.024,0.038,0.5,0.005,21,16
2019-06-08,2300,강동구,0.039,0.025,0.6,0.004,25,17
2019-06-09,0,강동구,0.051,0.013,0.6,0.004,36,22
2019-06-09,100,강동구,0.045,0.015,0.5,0.004,46,27
2019-06-09,200,강동구,0.043,0.014,0.6,0.003,37,27
2019-06-09,300,강동구,0.023,0.026,0.5,0.003,42,29
2019-06-09,400,강동구,0.019,0.026,0.5,0.004,42,31
2019-06-09,500,강동구,0.027,0.013,0.5,0.004,37,24
2019-06-09,600,강동구,0.028,0.012,0.6,0.003,40,30
2019-06-09,700,강동구,0.023,0.011,0.5,0.004,43,29
2019-06-09,800,강동구,0.027,0.014,0.6,0.005,38,29
2019-06-09,900,강동구,0.026,0.021,0.6,0.004,44,34
2019-06-09,1000,강동구,0.022,0.035,0.6,0.005,43,33
2019-06-09,1100,강동구,0.019,0.045,0.5,0.005,45,34
2019-06-09,1200,강동구,0.015,0.057,0.5,0.006,38,32
2019-06-09,1300,강동구,0.015,0.063,0.5,0.005,36,26
2019-06-09,1400,강동구,0.015,0.068,0.5,0.005,34,30
2019-06-09,1500,강동구,0.018,0.065,0.5,0.004,39,29
2019-06-09,1600,강동구,0.019,0.066,0.5,0.005,40,34
2019-06-09,1700,강동구,0.018,0.054,0.4,0.005,36,30
2019-06-09,1800,강동구,0.019,0.05,0.4,0.005,31,26
2019-06-09,1900,강동구,0.017,0.049,0.4,0.004,32,29
2019-06-02,2000,강북구,0.01,0.062,0.3,0.002,32,15
2019-06-02,2100,강북구,0.015,0.054,0.4,0.002,33,17
2019-06-02,2200,강북구,0.011,0.052,0.4,0.002,33,18
2019-06-02,2300,강북구,0.012,0.052,0.4,0.002,30,17
2019-06-03,0,강북구,0.011,0.051,0.4,0.002,31,18
2019-06-03,100,강북구,0.012,0.047,0.4,0.002,29,18
2019-06-03,200,강북구,0.009,0.048,0.4,0.002,30,18
2019-06-03,300,강북구,0.009,0.045,0.4,0.002,30,17
2019-06-03,400,강북구,0.009,0.043,0.4,0.002,31,17
2019-06-03,500,강북구,0.009,0.043,0.3,0.002,29,16
2019-06-03,600,강북구,0.01,0.041,0.4,0.002,28,18
2019-06-03,700,강북구,0.014,0.036,0.4,0.002,28,18
2019-06-03,800,강북구,0.025,0.03,0.4,0.002,27,14
2019-06-03,900,강북구,0.04,0.023,0.5,0.003,36,14
2019-06-03,1000,강북구,0.046,0.026,0.6,0.003,45,20
2019-06-03,1100,강북구,0.041,0.037,0.6,0.003,45,19
2019-06-03,1200,강북구,0.032,0.049,0.6,0.004,42,19
2019-06-03,1300,강북구,0.017,0.058,0.4,0.004,55,21
2019-06-03,1400,강북구,0.004,0.051,0.3,0.002,32,13
2019-06-03,1500,강북구,0.008,0.053,0.3,0.002,14,6
2019-06-03,1600,강북구,0.016,0.061,0.4,0.002,32,17
2019-06-03,1700,강북구,0.024,0.066,0.4,0.002,44,21
2019-06-03,1800,강북구,0.027,0.07,0.5,0.003,50,27
2019-06-03,1900,강북구,0.022,0.064,0.5,0.003,55,29
2019-06-03,2000,강북구,0.032,0.051,0.6,0.003,73,45
2019-06-03,2100,강북구,0.03,0.047,0.5,0.003,87,53
2019-06-03,2200,강북구,0.028,0.044,0.5,0.004,60,34
2019-06-03,2300,강북구,0.025,0.037,0.5,0.005,47,26
2019-06-04,0,강북구,0.019,0.038,0.5,0.004,40,22
2019-06-04,100,강북구,0.019,0.035,0.5,0.003,38,22
2019-06-04,200,강북구,0.016,0.03,0.5,0.003,34,21
2019-06-04,300,강북구,0.015,0.028,0.4,0.003,34,21
2019-06-04,400,강북구,0.011,0.034,0.4,0.003,31,20
2019-06-04,500,강북구,0.011,0.033,0.4,0.003,30,19
2019-06-04,600,강북구,0.015,0.027,0.4,0.002,29,19
2019-06-04,700,강북구,0.022,0.021,0.4,0.002,27,14
2019-06-04,800,강북구,0.033,0.019,0.6,0.003,29,16
2019-06-04,900,강북구,0.033,0.028,0.6,0.004,35,16
2019-06-04,1000,강북구,0.028,0.033,0.6,0.007,27,13
2019-06-04,1100,강북구,0.022,0.036,0.5,0.005,25,13
2019-06-04,1200,강북구,0.016,0.047,0.4,0.004,26,12
2019-06-04,1300,강북구,0.012,0.05,0.4,0.004,29,17
2019-06-04,1400,강북구,0.011,0.045,0.3,0.004,25,13
2019-06-04,1500,강북구,0.01,0.048,0.3,0.003,27,14
2019-06-04,1600,강북구,0.012,0.048,0.3,0.003,38,18
2019-06-04,1700,강북구,0.013,0.04,0.3,0.003,40,22
2019-06-04,1800,강북구,0.008,0.033,0.3,0.003,26,17
2019-06-04,1900,강북구,0.017,0.027,0.3,0.002,27,14
2019-06-04,2000,강북구,0.021,0.021,0.3,0.002,39,23
2019-06-04,2100,강북구,0.018,0.018,0.3,0.002,36,22
2019-06-04,2200,강북구,0.015,0.019,0.3,0.002,31,19
2019-06-04,2300,강북구,0.011,0.022,0.3,0.002,26,19
2019-06-05,0,강북구,0.01,0.022,0.3,0.002,26,17
2019-06-05,100,강북구,0.009,0.022,0.3,0.002,27,12
2019-06-05,200,강북구,0.009,0.018,0.3,0.002,24,15
2019-06-05,300,강북구,0.011,0.013,0.3,0.002,28,18
2019-06-05,400,강북구,0.01,0.016,0.3,0.002,28,16
2019-06-05,500,강북구,0.01,0.012,0.3,0.002,27,16
2019-06-05,600,강북구,0.011,0.014,0.3,0.002,28,16
2019-06-05,700,강북구,0.011,0.016,0.3,0.002,31,17
2019-06-05,800,강북구,0.015,0.014,0.3,0.002,33,18
2019-06-05,900,강북구,0.015,0.016,0.4,0.002,36,20
2019-06-05,1000,강북구,0.014,0.018,0.4,0.002,32,17
2019-06-05,1100,강북구,0.021,0.021,0.4,0.002,34,16
2019-06-05,1200,강북구,0.032,0.027,0.5,0.002,45,24
2019-06-05,1300,강북구,0.037,0.038,0.6,0.002,57,28
2019-06-05,1400,강북구,0.023,0.053,0.5,0.002,50,25
2019-06-05,1500,강북구,0.018,0.069,0.4,0.003,53,25
2019-06-05,1600,강북구,0.015,0.076,0.4,0.003,79,44
2019-06-05,1700,강북구,0.016,0.062,0.4,0.003,74,40
2019-06-05,1800,강북구,0.018,0.058,0.4,0.004,66,38
2019-06-05,1900,강북구,0.014,0.054,0.4,0.003,65,37
2019-06-05,2000,강북구,0.016,0.042,0.5,0.003,74,42
2019-06-05,2100,강북구,0.018,0.038,0.5,0.003,71,46
2019-06-05,2200,강북구,0.025,0.035,0.5,0.003,63,38
2019-06-05,2300,강북구,0.024,0.031,0.5,0.003,72,44
2019-06-06,0,강북구,0.021,0.029,0.5,0.003,61,38
2019-06-06,100,강북구,0.022,0.023,0.5,0.003,70,44
2019-06-06,200,강북구,0.02,0.022,0.6,0.003,70,44
2019-06-06,300,강북구,0.017,0.019,0.5,0.002,76,49
2019-06-06,400,강북구,0.014,0.02,0.5,0.002,78,47
