date,time,district,no2,o3,co,so2,pm10,pm2.5
2019-06-05,700,광진구,0.019,0.015,0.6,0.005,62,57
2019-06-05,800,광진구,0.022,0.013,0.6,0.005,68,60
2019-06-05,900,광진구,0.022,0.015,0.6,0.005,64,62
2019-06-05,1000,광진구,0.025,0.017,0.7,0.005,78,55
2019-06-05,1100,광진구,0.029,0.021,0.7,0.005,72,62
2019-06-05,1200,광진구,0.033,0.027,0.7,0.005,74,66
2019-06-05,1300,광진구,0.037,0.035,0.8,0.005,67,56
2019-06-05,1400,광진구,0.035,0.053,0.7,0.005,72,59
2019-06-05,1500,광진구,0.035,0.069,0.7,0.006,90,65
2019-06-05,1600,광진구,0.038,0.068,0.8,0.007,102,73
2019-06-05,1700,광진구,0.037,0.066,0.9,0.008,86,64
2019-06-05,1800,광진구,0.037,0.058,0.8,0.007,72,49
2019-06-05,1900,광진구,0.045,0.047,0.8,0.007,73,52
2019-06-05,2000,광진구,0.049,0.044,0.8,0.006,75,57
2019-06-05,2100,광진구,0.046,0.04,0.9,0.007,78,64
2019-06-05,2200,광진구,0.04,0.036,0.8,0.007,70,54
2019-06-05,2300,광진구,0.05,0.012,0.8,0.006,67,53
2019-06-06,0,광진구,0.054,0.002,0.8,0.007,48,40
2019-06-06,100,광진구,0.045,0.008,0.9,0.006,,55
2019-06-06,200,광진구,0.025,0.023,0.7,0.006,54,49
2019-06-06,300,광진구,0.02,0.021,0.7,0.005,53,47
2019-06-06,400,광진구,0.02,0.018,0.7,0.005,56,56
2019-06-06,500,광진구,0.026,0.01,0.8,0.005,,55
2019-06-06,600,광진구,0.03,0.007,0.8,0.005,,69
2019-06-06,700,광진구,0.035,0.006,0.8,0.006,73,66
2019-06-06,800,광진구,0.037,0.008,0.9,0.006,73,68
2019-06-06,900,광진구,0.038,0.014,0.9,0.006,84,67
2019-06-06,1000,광진구,0.041,0.016,0.9,0.006,99,80
2019-06-06,1100,광진구,0.043,0.018,0.9,0.006,98,73
2019-06-06,1200,광진구,0.044,0.02,0.9,0.006,87,69
2019-06-06,1300,광진구,0.042,0.026,0.9,0.006,101,74
2019-06-06,1400,광진구,0.037,0.033,0.8,0.007,88,78
2019-06-06,1500,광진구,0.026,0.043,0.8,0.006,78,68
2019-06-06,1600,광진구,0.028,0.041,0.8,0.006,80,65
2019-06-06,1700,광진구,0.039,0.03,0.9,0.006,79,73
2019-06-06,1800,광진구,0.026,0.044,0.8,0.006,82,75
2019-06-06,1900,광진구,0.023,0.044,0.8,0.005,79,64
2019-06-06,2000,광진구,0.019,0.048,0.7,0.005,64,55
2019-06-06,2100,광진구,0.013,0.051,0.6,0.005,43,37
2019-06-06,2200,광진구,0.012,0.046,0.6,0.005,34,
2019-06-06,2300,광진구,0.014,0.04,0.6,0.005,,40
2019-06-07,0,광진구,0.012,0.046,0.6,0.005,,34
2019-06-07,100,광진구,0.01,0.049,0.5,0.005,25,23
2019-06-07,200,광진구,0.008,0.05,0.5,0.005,29,24
2019-06-07,300,광진구,0.007,0.05,0.5,0.005,,26
2019-06-07,400,광진구,0.006,0.057,0.5,0.005,12,14
2019-06-07,500,광진구,0.006,0.058,0.5,0.005,,16
2019-06-07,600,광진구,0.008,0.056,0.5,0.005,11,9
2019-06-07,700,광진구,0.017,0.048,0.5,0.005,,11
2019-06-07,800,광진구,0.012,0.055,0.5,0.005,8,7
2019-06-07,900,광진구,0.011,0.054,0.5,0.005,8,9
2019-06-07,1000,광진구,0.01,0.053,0.5,0.005,6,8
2019-06-07,1100,광진구,0.013,0.047,0.5,0.005,11,13
2019-06-07,1200,광진구,0.01,0.052,0.5,0.005,,14
2019-06-07,1300,광진구,0.012,0.048,0.5,0.005,,16
2019-06-07,1400,광진구,0.009,0.05,0.5,0.006,10,12
2019-06-07,1500,광진구,0.01,0.051,0.5,0.005,,17
2019-06-07,1600,광진구,0.011,0.05,0.5,0.005,11,10
2019-06-07,1700,광진구,0.011,0.048,0.5,0.005,16,14
2019-06-07,1800,광진구,0.013,0.049,0.5,0.005,,14
2019-06-07,1900,광진구,0.014,0.049,0.5,0.005,,13
2019-06-07,2000,광진구,0.014,0.052,0.5,0.005,10,10
2019-06-07,2100,광진구,0.015,0.048,0.5,0.005,10,5
2019-06-07,2200,광진구,0.014,0.048,0.5,0.005,8,9
2019-06-07,2300,광진구,0.011,0.046,0.5,0.005,12,10
2019-06-08,0,광진구,0.017,0.036,0.5,0.005,14,12
2019-06-08,100,광진구,0.021,0.027,0.6,0.005,,
2019-06-08,200,광진구,0.016,0.03,0.5,0.005,18,17
2019-06-08,300,광진구,0.014,0.03,0.5,0.005,,18
2019-06-08,400,광진구,0.013,0.031,0.5,0.005,13,13
2019-06-08,500,광진구,0.012,0.034,0.5,0.005,,18
2019-06-08,600,광진구,0.012,0.035,0.5,0.005,14,12
2019-06-08,700,광진구,0.014,0.032,0.5,0.005,19,15
2019-06-08,800,광진구,0.017,0.031,0.5,0.005,22,22
2019-06-08,900,광진구,0.016,0.035,0.5,0.005,22,16
2019-06-08,1000,광진구,0.017,0.037,0.5,0.005,27,18
2019-06-08,1100,광진구,0.014,0.043,0.5,0.005,25,19
2019-06-08,1200,광진구,0.015,0.047,0.5,0.005,26,17
2019-06-08,1300,광진구,0.017,0.047,0.5,0.005,29,20
2019-06-08,1400,광진구,0.019,0.048,0.5,0.005,28,19
2019-06-08,1500,광진구,0.016,0.056,0.5,0.005,22,13
2019-06-08,1600,광진구,0.021,0.058,0.5,0.005,29,16
2019-06-08,1700,광진구,0.034,0.059,0.6,0.006,67,
2019-06-08,1800,광진구,0.029,0.068,0.6,0.007,53,
2019-06-08,1900,광진구,0.025,0.063,0.7,0.007,48,38
2019-06-08,2000,광진구,0.024,0.053,0.7,0.007,27,22
2019-06-08,2100,광진구,0.022,0.047,0.6,0.007,,23
2019-06-08,2200,광진구,0.023,0.041,0.7,0.007,,28
2019-06-08,2300,광진구,0.043,0.016,0.8,0.006,32,30
2019-06-09,0,광진구,0.031,0.028,0.7,0.006,37,34
2019-06-09,100,광진구,0.028,0.028,0.7,0.005,,50
2019-06-09,200,광진구,0.029,0.023,0.8,0.005,51,43
2019-06-09,300,광진구,0.019,0.036,0.7,0.006,72,59
2019-06-09,400,광진구,0.015,0.038,0.7,0.006,,58
2019-06-09,500,광진구,0.016,0.03,0.7,0.006,,61
2019-06-09,600,광진구,0.019,0.02,0.7,0.006,54,52
2019-06-09,700,광진구,0.024,0.014,0.8,0.006,50,49
2019-06-09,800,광진구,0.024,0.022,0.8,0.007,67,64
2019-06-09,900,광진구,0.023,0.03,0.7,0.008,,73
2019-06-09,1000,광진구,0.018,0.045,0.7,0.008,,61
2019-06-09,1100,광진구,0.017,0.058,0.7,0.008,55,49
2019-06-09,1200,광진구,0.016,0.065,0.7,0.008,51,45
2019-06-09,1300,광진구,0.016,0.073,0.7,0.008,,47
2019-06-09,1400,광진구,0.016,0.078,0.7,0.007,52,50
2019-06-09,1500,광진구,0.017,0.076,0.7,0.007,,52
2019-06-09,1600,광진구,0.019,0.073,0.7,0.007,46,45
2019-06-09,1700,광진구,0.018,0.063,0.6,0.006,,43
2019-06-09,1800,광진구,0.018,0.06,0.6,0.006,,37
2019-06-09,1900,광진구,0.017,0.055,0.6,0.006,38,37
2019-06-02,2000,구로구,0.019,0.06,0.3,0.004,40,21
2019-06-02,2100,구로구,0.023,0.051,0.3,0.004,32,20
2019-06-02,2200,구로구,0.031,0.037,0.3,0.004,32,16
2019-06-02,2300,구로구,0.033,0.031,0.3,0.004,33,21
2019-06-03,0,구로구,0.024,0.036,0.3,0.004,33,
2019-06-03,100,구로구,0.017,0.042,0.2,0.004,21,19
2019-06-03,200,구로구,0.013,0.044,0.2,0.004,24,11
2019-06-03,300,구로구,0.028,0.023,0.3,0.004,30,20
2019-06-03,400,구로구,0.038,0.009,0.3,0.004,30,20
2019-06-03,500,구로구,0.042,0.005,0.4,0.004,31,22
2019-06-03,600,구로구,0.043,0.005,0.4,0.004,36,25
2019-06-03,700,구로구,0.044,0.005,0.4,0.005,44,25
2019-06-03,800,구로구,0.043,0.009,0.4,0.005,44,25
2019-06-03,900,구로구,0.034,0.025,0.3,0.005,45,30
2019-06-03,1000,구로구,0.028,0.035,0.3,0.004,45,25
2019-06-03,1100,구로구,0.026,0.044,0.3,0.004,48,24
2019-06-03,1200,구로구,0.021,0.059,0.3,0.004,46,23
2019-06-03,1300,구로구,0.01,0.06,0.3,0.004,38,32
2019-06-03,1400,구로구,0.007,0.058,0.2,0.004,38,32
2019-06-03,1500,구로구,0.007,0.069,0.2,0.004,37,18
2019-06-03,1600,구로구,0.012,0.077,0.2,0.004,55,19
2019-06-03,1700,구로구,0.016,0.083,0.3,0.004,69,28
2019-06-03,1800,구로구,0.018,0.087,0.3,0.004,67,
2019-06-03,1900,구로구,0.018,0.089,0.3,0.004,66,30
2019-06-03,2000,구로구,0.021,0.081,0.3,0.004,52,34
2019-06-03,2100,구로구,0.025,0.072,0.4,0.004,52,32
2019-06-03,2200,구로구,0.035,0.041,0.4,0.005,50,33
2019-06-03,2300,구로구,0.03,0.032,0.3,0.004,50,28
2019-06-04,0,구로구,0.026,0.034,0.3,0.004,,28
2019-06-04,100,구로구,0.014,0.049,0.2,0.004,27,19
2019-06-04,200,구로구,0.014,0.044,0.2,0.004,24,22
2019-06-04,300,구로구,0.027,0.022,0.3,0.004,24,22
2019-06-04,400,구로구,0.023,0.025,0.3,0.004,33,31
2019-06-04,500,구로구,0.02,0.03,0.4,0.004,39,31
2019-06-04,600,구로구,0.029,0.026,0.5,0.004,39,31
2019-06-04,700,구로구,0.036,0.02,0.4,0.005,37,34
2019-06-04,800,구로구,0.031,0.034,0.3,0.005,37,27
2019-06-04,900,구로구,0.026,0.034,0.4,0.005,36,23
2019-06-04,1000,구로구,0.021,0.036,0.3,0.005,27,22
2019-06-04,1100,구로구,0.016,0.049,0.2,0.004,27,26
2019-06-04,1200,구로구,0.013,0.057,0.2,0.004,31,16
2019-06-04,1300,구로구,0.01,0.054,0.3,0.004,27,24
2019-06-04,1400,구로구,0.007,0.047,0.2,0.004,,24
2019-06-04,1500,구로구,0.007,0.046,0.2,0.004,27,12
2019-06-04,1600,구로구,0.009,0.043,0.2,0.004,27,20
2019-06-04,1700,구로구,0.012,0.04,0.2,0.004,27,26
2019-06-04,1800,구로구,0.015,0.036,0.2,0.004,33,26
2019-06-04,1900,구로구,0.018,0.027,0.2,0.004,33,30
2019-06-04,2000,구로구,0.018,0.025,0.2,0.004,31,22
2019-06-04,2100,구로구,0.014,0.03,0.2,0.004,22,22
2019-06-04,2200,구로구,0.014,0.03,0.2,0.004,22,21
2019-06-04,2300,구로구,0.014,0.031,0.2,0.004,26,21
2019-06-05,0,구로구,0.014,0.031,0.2,0.004,38,
2019-06-05,100,구로구,0.011,0.035,0.2,0.004,43,
2019-06-05,200,구로구,0.01,0.036,0.2,0.004,47,
2019-06-05,300,구로구,0.009,0.036,0.2,0.004,,
2019-06-05,400,구로구,0.007,0.036,0.2,0.004,,
2019-06-05,500,구로구,0.008,0.035,0.2,0.004,60,
2019-06-05,600,구로구,0.01,0.033,0.2,0.004,53,
2019-06-05,700,구로구,0.014,0.029,0.2,0.004,,48
2019-06-05,800,구로구,0.022,0.022,0.3,0.004,53,53
2019-06-05,900,구로구,0.023,0.021,0.3,0.004,66,53
2019-06-05,1000,구로구,0.024,0.023,0.3,0.004,73,62
2019-06-05,1100,구로구,0.027,0.028,0.3,0.004,79,62
2019-06-05,1200,구로구,0.026,0.037,0.3,0.004,69,57
2019-06-05,1300,구로구,0.025,0.047,0.3,0.004,87,61
2019-06-05,1400,구로구,0.03,0.066,0.3,0.004,98,74
2019-06-05,1500,구로구,0.032,0.075,0.4,0.004,98,74
2019-06-05,1600,구로구,0.025,0.069,0.4,0.004,,79
2019-06-05,1700,구로구,0.021,0.075,0.4,0.004,75,
2019-06-05,1800,구로구,0.023,0.078,0.4,0.004,68,48
2019-06-05,1900,구로구,0.03,0.07,0.5,0.004,75,52
2019-06-05,2000,구로구,0.034,0.061,0.4,0.004,80,67
2019-06-05,2100,구로구,0.033,0.041,0.4,0.004,,63
2019-06-05,2200,구로구,0.046,0.018,0.4,0.004,56,46
2019-06-05,2300,구로구,0.041,0.013,0.4,0.004,,46
2019-06-06,0,구로구,0.03,0.019,0.3,0.004,38,35
2019-06-06,100,구로구,0.024,0.023,0.3,0.004,,36
2019-06-06,200,구로구,0.015,0.029,0.3,0.004,34,27
2019-06-06,300,구로구,0.013,0.026,0.3,0.004,36,31
2019-06-06,400,구로구,0.018,0.019,0.3,0.004,36,31
2019-06-06,500,구로구,0.023,0.011,0.3,0.004,,
2019-06-06,600,구로구,0.025,0.008,0.3,0.004,53,
2019-06-06,700,구로구,0.026,0.007,0.4,0.004,,
2019-06-06,800,구로구,0.03,0.009,0.4,0.004,59,
2019-06-06,900,구로구,0.035,0.012,0.5,0.004,75,53
2019-06-06,1000,구로구,0.041,0.014,0.5,0.004,78,71
2019-06-06,1100,구로구,0.052,0.007,0.5,0.004,89,78
2019-06-06,1200,구로구,0.053,0.009,0.5,0.004,87,74
2019-06-06,1300,구로구,0.057,0.015,0.6,0.004,94,77
2019-06-06,1400,구로구,0.056,0.023,0.5,0.004,95,77
2019-06-06,1500,구로구,0.059,0.014,0.5,0.004,95,70
2019-06-06,1600,구로구,0.047,0.008,0.5,0.004,81,75
2019-06-06,1700,구로구,0.047,0.009,0.5,0.004,81,65
2019-06-06,1800,구로구,0.049,0.009,0.5,0.004,81,76
2019-06-06,1900,구로구,0.037,0.027,0.5,0.004,82,69
2019-06-06,2000,구로구,0.027,0.04,0.4,0.004,89,80
2019-06-06,2100,구로구,0.014,0.054,0.3,0.004,46,44
2019-06-06,2200,구로구,0.014,0.051,0.3,0.004,46,44
2019-06-06,2300,구로구,0.012,0.047,0.3,0.004,,38
2019-06-07,0,구로구,0.009,0.051,0.3,0.004,,38
2019-06-07,100,구로구,0.008,0.055,0.2,0.004,,27
2019-06-07,200,구로구,0.006,0.059,0.2,0.004,22,21
2019-06-07,300,구로구,0.004,0.058,0.2,0.004,,21
2019-06-07,400,구로구,0.004,0.06,0.3,0.004,20,12
2019-06-07,500,구로구,0.004,0.064,0.2,0.004,,12
2019-06-07,600,구로구,0.007,0.058,0.2,0.004,,14
2019-06-07,700,구로구,0.013,0.054,0.2,0.004,,8
2019-06-07,800,구로구,0.02,0.048,0.2,0.004,,10
2019-06-07,900,구로구,0.026,0.043,0.3,0.004,,10
2019-06-07,1000,구로구,0.025,0.042,0.3,0.004,,12
2019-06-07,1100,구로구,0.022,0.042,0.3,0.004,11,12
2019-06-07,1200,구로구,0.017,0.049,0.3,0.004,,13
2019-06-07,1300,구로구,0.012,0.054,0.3,0.004,10,12
2019-06-07,1400,구로구,0.009,0.06,0.2,0.004,10,7
2019-06-07,1500,구로구,0.008,0.061,0.2,0.004,9,7
2019-06-07,1600,구로구,0.009,0.059,0.2,0.004,10,8
2019-06-07,1700,구로구,0.009,0.058,0.2,0.004,9,8
2019-06-07,1800,구로구,0.012,0.055,0.2,0.004,9,6
2019-06-07,1900,구로구,0.012,0.057,0.2,0.004,11,7
2019-06-07,2000,구로구,0.012,0.058,0.2,0.004,9,8
2019-06-07,2100,구로구,0.013,0.056,0.2,0.004,8,6
2019-06-07,2200,구로구,0.018,0.046,0.3,0.004,8,8
2019-06-07,2300,구로구,0.013,0.047,0.3,0.004,17,8
2019-06-08,0,구로구,0.012,0.049,0.2,0.004,15,12
2019-06-08,100,구로구,0.016,0.04,0.3,0.004,11,11
2019-06-08,200,구로구,0.024,0.028,0.3,0.004,18,17
2019-06-08,300,구로구,0.018,0.033,0.3,0.004,,16
2019-06-08,400,구로구,0.018,0.029,0.3,0.004,,17
2019-06-08,500,구로구,0.016,0.033,0.3,0.004,16,14
2019-06-08,600,구로구,0.019,0.031,0.3,0.004,,20
2019-06-08,700,구로구,0.019,0.035,0.2,0.004,22,16
2019-06-08,800,구로구,0.018,0.038,0.2,0.004,22,16
2019-06-08,900,구로구,0.016,0.042,0.2,0.004,22,20
2019-06-08,1000,구로구,0.016,0.044,0.2,0.004,30,16
2019-06-08,1100,구로구,0.016,0.049,0.2,0.004,29,16
2019-06-08,1200,구로구,0.016,0.052,0.2,0.004,25,19
2019-06-08,1300,구로구,0.017,0.054,0.3,0.004,23,17
2019-06-08,1400,구로구,0.019,0.057,0.3,0.004,30,17
2019-06-08,1500,구로구,0.028,0.069,0.4,0.004,30,25
2019-06-08,1600,구로구,0.022,0.082,0.3,0.004,,
2019-06-08,1700,구로구,0.018,0.079,0.3,0.004,,
2019-06-08,1800,구로구,0.018,0.067,0.4,0.004,41,
2019-06-08,1900,구로구,0.016,0.068,0.3,0.004,36,33
2019-06-08,2000,구로구,0.021,0.058,0.3,0.004,,28
2019-06-08,2100,구로구,0.022,0.054,0.3,0.004,18,18
2019-06-08,2200,구로구,0.024,0.045,0.3,0.004,,20
2019-06-08,2300,구로구,0.037,0.03,0.3,0.004,19,17
2019-06-09,0,구로구,0.041,0.024,0.4,0.004,49,25
2019-06-09,100,구로구,0.036,0.022,0.5,0.004,67,38
2019-06-09,200,구로구,0.027,0.028,0.4,0.004,81,
2019-06-09,300,구로구,0.011,0.051,0.3,0.004,,
2019-06-09,400,구로구,0.007,0.056,0.3,0.004,57,51
2019-06-09,500,구로구,0.01,0.045,0.3,0.004,,63
2019-06-09,600,구로구,0.017,0.035,0.3,0.004,68,68
2019-06-09,700,구로구,0.015,0.035,0.3,0.004,70,70
2019-06-09,800,구로구,0.016,0.041,0.3,0.004,,70
2019-06-09,900,구로구,0.011,0.05,0.3,0.004,58,56
2019-06-09,1000,구로구,0.011,0.057,0.3,0.004,37,31
2019-06-09,1100,구로구,0.011,0.061,0.3,0.004,,31
2019-06-09,1200,구로구,0.01,0.066,0.3,0.004,37,23
2019-06-09,1300,구로구,0.012,0.068,0.3,0.004,40,35
2019-06-09,1400,구로구,0.013,0.067,0.3,0.004,37,27
2019-06-09,1500,구로구,0.012,0.076,0.3,0.004,37,27
2019-06-09,1600,구로구,0.015,0.073,0.3,0.004,,40
2019-06-09,1700,구로구,0.015,0.064,0.3,0.004,,43
2019-06-09,1800,구로구,0.014,0.052,0.3,0.004,35,33
2019-06-09,1900,구로구,0.009,0.057,0.3,0.004,28,27
2019-06-02,2000,금천구,0.028,0.05,0.4,0.003,31,19
2019-06-02,2100,금천구,0.038,0.036,0.5,0.003,34,23
2019-06-02,2200,금천구,0.036,0.03,0.5,0.003,34,24
2019-06-02,2300,금천구,0.037,0.026,0.5,0.003,37,26
2019-06-03,0,금천구,0.05,0.014,0.5,0.003,34,24
2019-06-03,100,금천구,0.053,0.01,0.5,0.003,34,24
2019-06-03,200,금천구,0.053,0.007,0.5,0.004,30,19
2019-06-03,300,금천구,0.044,0.01,0.5,0.003,27,18
2019-06-03,400,금천구,0.039,0.013,0.4,0.003,25,17
2019-06-03,500,금천구,0.033,0.016,0.4,0.003,25,18
2019-06-03,600,금천구,0.042,0.009,0.5,0.003,23,18
2019-06-03,700,금천구,0.055,0.004,0.5,0.003,28,18
2019-06-03,800,금천구,0.054,0.008,0.6,0.004,32,18
2019-06-03,900,금천구,0.038,0.024,0.5,0.004,30,20
2019-06-03,1000,금천구,0.036,0.031,0.5,0.004,27,17
2019-06-03,1100,금천구,0.032,0.041,0.4,0.004,29,18
2019-06-03,1200,금천구,0.03,0.051,0.4,0.006,33,19
2019-06-03,1300,금천구,0.021,0.057,0.4,0.005,41,23
2019-06-03,1400,금천구,0.012,0.049,0.3,0.003,34,17
2019-06-03,1500,금천구,0.013,0.052,0.3,0.003,23,12
2019-06-03,1600,금천구,0.022,0.06,0.4,0.003,31,17
2019-06-03,1700,금천구,0.024,0.062,0.4,0.003,38,22
2019-06-03,1800,금천구,0.028,0.067,0.4,0.004,40,24
2019-06-03,1900,금천구,0.029,0.068,0.4,0.004,46,27
2019-06-03,2000,금천구,0.037,0.059,0.4,0.004,45,27
2019-06-03,2100,금천구,0.046,0.046,0.5,0.004,47,28
2019-06-03,2200,금천구,0.032,0.037,0.5,0.006,45,29
2019-06-03,2300,금천구,0.032,0.031,0.4,0.005,29,22
2019-06-04,0,금천구,0.033,0.026,0.4,0.004,26,18
2019-06-04,100,금천구,0.034,0.025,0.4,0.004,26,21
2019-06-04,200,금천구,0.027,0.023,0.4,0.005,27,19
2019-06-04,300,금천구,0.035,0.016,0.4,0.005,27,20
2019-06-04,400,금천구,0.026,0.02,0.4,0.005,27,21
2019-06-04,500,금천구,0.021,0.03,0.5,0.007,29,24
2019-06-04,600,금천구,0.042,0.014,0.6,0.005,30,24
2019-06-04,700,금천구,0.051,0.012,0.6,0.005,28,21
2019-06-04,800,금천구,0.029,0.037,0.5,0.008,28,19
2019-06-04,900,금천구,0.038,0.028,0.5,0.006,26,21
2019-06-04,1000,금천구,0.033,0.029,0.4,0.005,27,19
2019-06-04,1100,금천구,0.023,0.039,0.3,0.004,25,16
2019-06-04,1200,금천구,0.019,0.047,0.3,0.004,26,18
2019-06-04,1300,금천구,0.014,0.043,0.3,0.004,24,17
2019-06-04,1400,금천구,0.013,0.044,0.4,0.005,22,15
2019-06-04,1500,금천구,0.01,0.035,0.3,0.003,18,11
2019-06-04,1600,금천구,0.013,0.032,0.3,0.004,20,15
2019-06-04,1700,금천구,0.016,0.034,0.3,0.003,29,18
2019-06-04,1800,금천구,0.017,0.026,0.3,0.003,27,18
2019-06-04,1900,금천구,0.021,0.02,0.3,0.003,27,20
2019-06-04,2000,금천구,0.019,0.02,0.3,0.003,26,20
2019-06-04,2100,금천구,0.019,0.019,0.3,0.003,20,16
2019-06-04,2200,금천구,0.017,0.02,0.3,0.003,20,15
2019-06-04,2300,금천구,0.014,0.022,0.3,0.003,20,17
2019-06-05,0,금천구,0.012,0.024,0.3,0.002,23,20
2019-06-05,100,금천구,0.013,0.023,0.3,0.002,27,24
2019-06-05,200,금천구,0.011,0.024,0.3,0.003,28,23
2019-06-05,300,금천구,0.01,0.022,0.3,0.003,30,24
2019-06-05,400,금천구,0.01,0.022,0.3,0.003,28,23
2019-06-05,500,금천구,0.01,0.021,0.3,0.002,33,26
2019-06-05,600,금천구,0.01,0.022,0.3,0.002,32,25
2019-06-05,700,금천구,0.011,0.02,0.3,0.002,33,24
2019-06-05,800,금천구,0.017,0.015,0.4,0.002,30,23
2019-06-05,900,금천구,0.023,0.014,0.4,0.002,36,26
2019-06-05,1000,금천구,0.027,0.015,0.4,0.002,33,25
2019-06-05,1100,금천구,0.029,0.02,0.4,0.003,38,29
2019-06-05,1200,금천구,0.032,0.03,0.4,0.003,38,30
2019-06-05,1300,금천구,0.027,0.032,0.4,0.003,44,30
2019-06-05,1400,금천구,0.028,0.046,0.4,0.004,52,35
2019-06-05,1500,금천구,0.029,0.053,0.5,0.005,68,46
2019-06-05,1600,금천구,0.026,0.054,0.5,0.005,70,47
2019-06-05,1700,금천구,0.026,0.055,0.5,0.004,56,40
2019-06-05,1800,금천구,0.027,0.055,0.6,0.005,58,40
2019-06-05,1900,금천구,0.034,0.047,0.7,0.006,64,44
2019-06-05,2000,금천구,0.049,0.035,0.6,0.005,55,40
2019-06-05,2100,금천구,0.051,0.024,0.6,0.005,49,33
2019-06-05,2200,금천구,0.053,0.01,0.5,0.006,42,27
2019-06-05,2300,금천구,0.048,0.009,0.5,0.005,36,24
2019-06-06,0,금천구,0.049,0.005,0.5,0.005,31,20
2019-06-06,100,금천구,0.044,0.005,0.5,0.005,30,22
2019-06-06,200,금천구,0.034,0.008,0.5,0.005,28,19
2019-06-06,300,금천구,0.034,0.005,0.5,0.004,26,18
2019-06-06,400,금천구,0.036,0.003,0.5,0.004,27,18
2019-06-06,500,금천구,0.033,0.003,0.5,0.004,28,18
2019-06-06,600,금천구,0.032,0.003,0.5,0.004,27,19
2019-06-06,700,금천구,0.034,0.004,0.5,0.004,30,22
2019-06-06,800,금천구,0.037,0.006,0.6,0.004,32,21
2019-06-06,900,금천구,0.044,0.005,0.6,0.005,45,28
2019-06-06,1000,금천구,0.045,0.011,0.6,0.004,41,27
2019-06-06,1100,금천구,0.053,0.009,0.7,0.005,56,35
2019-06-06,1200,금천구,0.054,0.013,0.7,0.004,53,35
2019-06-06,1300,금천구,0.047,0.023,0.6,0.004,56,43
2019-06-06,1400,금천구,0.044,0.028,0.6,0.004,47,32
2019-06-06,1500,금천구,0.053,0.022,0.7,0.004,56,36
2019-06-06,1600,금천구,0.066,0.006,0.7,0.004,68,41
2019-06-06,1700,금천구,0.058,0.006,0.7,0.003,73,43
2019-06-06,1800,금천구,0.062,0.005,0.7,0.004,66,41
2019-06-06,1900,금천구,0.048,0.02,0.7,0.004,66,45
2019-06-06,2000,금천구,0.026,0.033,0.6,0.004,62,42
2019-06-06,2100,금천구,0.012,0.041,0.4,0.003,45,34
2019-06-06,2200,금천구,0.013,0.038,0.4,0.003,35,28
2019-06-06,2300,금천구,0.011,0.038,0.4,0.003,34,26
2019-06-07,0,금천구,0.008,0.044,0.3,0.002,30,21
2019-06-07,100,금천구,0.005,0.047,0.3,0.002,24,16
2019-06-07,200,금천구,0.005,0.046,0.3,0.003,23,16
2019-06-07,300,금천구,0.005,0.043,0.3,0.003,22,15
2019-06-07,400,금천구,0.005,0.042,0.3,0.002,18,14
2019-06-07,500,금천구,0.005,0.045,0.3,0.002,14,11
2019-06-07,600,금천구,0.006,0.045,0.3,0.002,8,7
2019-06-07,700,금천구,0.01,0.043,0.3,0.003,8,6
2019-06-07,800,금천구,0.019,0.037,0.3,0.002,8,6
2019-06-07,900,금천구,0.02,0.036,0.4,0.002,8,7
2019-06-07,1000,금천구,0.018,0.038,0.3,0.002,9,6
2019-06-07,1100,금천구,0.02,0.035,0.4,0.002,9,6
2019-06-07,1200,금천구,0.015,0.039,0.4,0.002,9,7
2019-06-07,1300,금천구,0.013,0.04,0.4,0.002,8,7
2019-06-07,1400,금천구,0.011,0.042,0.4,0.002,7,7
2019-06-07,1500,금천구,0.01,0.045,0.3,0.003,10,7
2019-06-07,1600,금천구,0.011,0.045,0.3,0.003,9,5
2019-06-07,1700,금천구,0.011,0.044,0.3,0.003,9,5
2019-06-07,1800,금천구,0.012,0.045,0.3,0.003,11,8
2019-06-07,1900,금천구,0.013,0.044,0.4,0.002,10,5
2019-06-07,2000,금천구,0.018,0.042,0.4,0.002,13,8
2019-06-07,2100,금천구,0.017,0.042,0.4,0.002,14,10
2019-06-07,2200,금천구,0.025,0.027,0.4,0.002,22,
2019-06-07,2300,금천구,0.023,0.026,0.4,0.003,24,
2019-06-08,0,금천구,0.019,0.028,0.4,0.003,16,11
2019-06-08,100,금천구,0.018,0.023,0.4,0.002,23,13
2019-06-08,200,금천구,0.018,0.021,0.4,0.003,23,16
2019-06-08,300,금천구,0.02,0.02,0.4,0.003,19,14
2019-06-08,400,금천구,0.022,0.018,0.4,0.003,18,11
2019-06-08,500,금천구,0.018,0.021,0.4,0.002,19,13
2019-06-08,600,금천구,0.028,0.015,0.5,0.002,18,12
2019-06-08,700,금천구,0.033,0.012,0.4,0.002,22,13
2019-06-08,800,금천구,0.021,0.027,0.4,0.002,16,11
2019-06-08,900,금천구,0.021,0.03,0.4,0.002,18,14
2019-06-08,1000,금천구,0.017,0.038,0.3,0.003,19,14
2019-06-08,1100,금천구,0.018,0.042,0.3,0.003,19,14
2019-06-08,1200,금천구,0.019,0.044,0.3,0.002,21,13
2019-06-08,1300,금천구,0.02,0.047,0.4,0.003,21,14
2019-06-08,1400,금천구,0.02,0.05,0.3,0.003,21,13
2019-06-08,1500,금천구,0.022,0.058,0.3,0.003,28,16
2019-06-08,1600,금천구,0.021,0.068,0.4,0.003,34,21
